locus_tag	ftype	length_bp	gene	EC_number	COG	product
KCJCKPDC_00180	CDS	645	nth	4.2.99.18	COG0177	Endonuclease III
KCJCKPDC_00181	CDS	981	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
KCJCKPDC_00182	CDS	993	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
KCJCKPDC_00183	CDS	1323	yclM	2.7.2.4	COG0527	Aspartokinase 3
KCJCKPDC_00184	CDS	1443	thrC	4.2.3.1	COG0498	Threonine synthase
KCJCKPDC_00185	CDS	837	thrB	2.7.1.39	COG0083	Homoserine kinase
KCJCKPDC_00186	CDS	1434				hypothetical protein
KCJCKPDC_00187	CDS	978				hypothetical protein
KCJCKPDC_00188	CDS	789				hypothetical protein
KCJCKPDC_00189	CDS	1287				hypothetical protein
KCJCKPDC_00190	CDS	888	ykuT		COG0668	putative MscS family protein YkuT
KCJCKPDC_00191	CDS	354				hypothetical protein
KCJCKPDC_00192	CDS	348				hypothetical protein
KCJCKPDC_00193	CDS	1098	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
KCJCKPDC_00194	CDS	1005	ccpA_1		COG1609	Catabolite control protein A
KCJCKPDC_00195	CDS	2553	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KCJCKPDC_00196	CDS	228				hypothetical protein
KCJCKPDC_00197	CDS	267				hypothetical protein
KCJCKPDC_00198	CDS	966				hypothetical protein
KCJCKPDC_00199	CDS	1806				hypothetical protein
KCJCKPDC_00200	CDS	468				Putative universal stress protein
KCJCKPDC_00201	CDS	1266			COG2256	putative AAA domain-containing protein
KCJCKPDC_00202	CDS	984	birA	6.3.4.15		Bifunctional ligase/repressor BirA
KCJCKPDC_00203	CDS	1683	rnj2	3.1.-.-		Ribonuclease J 2
KCJCKPDC_00204	CDS	1455	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
KCJCKPDC_00205	CDS	354				hypothetical protein
KCJCKPDC_00206	CDS	414				hypothetical protein
KCJCKPDC_00207	CDS	111				hypothetical protein
KCJCKPDC_00208	CDS	711				hypothetical protein
KCJCKPDC_00209	CDS	93				hypothetical protein
KCJCKPDC_00210	CDS	909	bcrA_1			Bacitracin transport ATP-binding protein BcrA
KCJCKPDC_00211	CDS	726				hypothetical protein
KCJCKPDC_00212	CDS	699				hypothetical protein
KCJCKPDC_00213	CDS	1485				hypothetical protein
KCJCKPDC_00214	CDS	597				hypothetical protein
KCJCKPDC_00215	CDS	183				hypothetical protein
KCJCKPDC_00216	CDS	345				hypothetical protein
KCJCKPDC_00217	CDS	228				hypothetical protein
KCJCKPDC_00218	CDS	630				hypothetical protein
KCJCKPDC_00219	CDS	2025				hypothetical protein
KCJCKPDC_00220	CDS	636			COG1136	putative ABC transporter ATP-binding protein
KCJCKPDC_00221	CDS	336	desR		COG2197	Transcriptional regulatory protein DesR
KCJCKPDC_00222	CDS	2661	polA	2.7.7.7		DNA polymerase I
KCJCKPDC_00223	CDS	834	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
KCJCKPDC_00224	CDS	612	coaE	2.7.1.24		Dephospho-CoA kinase
KCJCKPDC_00225	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
KCJCKPDC_00226	CDS	1392	dnaB		COG3611	Replication initiation and membrane attachment protein
KCJCKPDC_00227	CDS	927	dnaI		COG1484	Primosomal protein DnaI
KCJCKPDC_00228	CDS	1395	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
KCJCKPDC_00229	CDS	435				hypothetical protein
KCJCKPDC_00230	CDS	1764	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
KCJCKPDC_00231	CDS	1776	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
KCJCKPDC_00232	CDS	789	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
KCJCKPDC_00233	CDS	846				hypothetical protein
KCJCKPDC_00234	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
KCJCKPDC_00235	CDS	1062	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KCJCKPDC_00236	CDS	921				hypothetical protein
KCJCKPDC_00237	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
KCJCKPDC_00238	CDS	1380				hypothetical protein
KCJCKPDC_00239	CDS	1095	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
KCJCKPDC_00240	CDS	966	tagU_1	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KCJCKPDC_00241	CDS	1173	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
KCJCKPDC_00242	CDS	1053	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
KCJCKPDC_00243	CDS	552				hypothetical protein
KCJCKPDC_00244	CDS	969	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
KCJCKPDC_00245	CDS	672	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
KCJCKPDC_00246	CDS	2211	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
KCJCKPDC_00247	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
KCJCKPDC_00248	CDS	246				hypothetical protein
KCJCKPDC_00249	CDS	522				hypothetical protein
KCJCKPDC_00250	CDS	210				hypothetical protein
KCJCKPDC_00251	CDS	1290				hypothetical protein
KCJCKPDC_00252	CDS	1269				hypothetical protein
KCJCKPDC_00253	CDS	762				hypothetical protein
KCJCKPDC_00254	CDS	1074	ydiS	3.1.21.4	COG1401	Type-2 restriction enzyme BsuMI component YdiS
KCJCKPDC_00255	CDS	1212				hypothetical protein
KCJCKPDC_00256	CDS	351				hypothetical protein
KCJCKPDC_00257	CDS	576			COG2826	IS30 family transposase IS6770
KCJCKPDC_00258	CDS	522				hypothetical protein
KCJCKPDC_00259	CDS	858				hypothetical protein
KCJCKPDC_00260	CDS	261				hypothetical protein
KCJCKPDC_00261	CDS	192				hypothetical protein
KCJCKPDC_00262	CDS	1299	umuC		COG0389	Protein UmuC
KCJCKPDC_00263	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
KCJCKPDC_00264	CDS	897	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
KCJCKPDC_00265	CDS	207				hypothetical protein
KCJCKPDC_00266	CDS	198				hypothetical protein
KCJCKPDC_00267	CDS	1416	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
KCJCKPDC_00268	CDS	1104	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
KCJCKPDC_00269	CDS	381	gcvH_1			Glycine cleavage system H protein
KCJCKPDC_00270	CDS	1356	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
KCJCKPDC_00271	CDS	1488	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
KCJCKPDC_00272	CDS	507				hypothetical protein
KCJCKPDC_00273	CDS	1533	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
KCJCKPDC_00274	CDS	912	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
KCJCKPDC_00275	CDS	960	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
KCJCKPDC_00276	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
KCJCKPDC_00277	CDS	576	grpE		COG0576	Protein GrpE
KCJCKPDC_00278	CDS	1833	dnaK		COG0443	Chaperone protein DnaK
KCJCKPDC_00279	CDS	1155	dnaJ		COG0484	Chaperone protein DnaJ
KCJCKPDC_00280	CDS	1407		1.2.1.3		Putative aldehyde dehydrogenase
KCJCKPDC_00281	CDS	7575				hypothetical protein
KCJCKPDC_00282	CDS	1824	lepA	3.6.5.-		Elongation factor 4
KCJCKPDC_00283	CDS	738	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacetylase
KCJCKPDC_00284	CDS	624		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
KCJCKPDC_00285	CDS	711	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
KCJCKPDC_00286	CDS	537				hypothetical protein
KCJCKPDC_00287	CDS	927				hypothetical protein
KCJCKPDC_00288	CDS	1155				hypothetical protein
KCJCKPDC_00289	CDS	1851	oatA	2.3.1.-		O-acetyltransferase OatA
KCJCKPDC_00290	CDS	1368	alsT_1		COG1115	Amino-acid carrier protein AlsT
KCJCKPDC_00291	CDS	393	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
KCJCKPDC_00292	CDS	216	cspA		COG1278	Cold shock protein CspA
KCJCKPDC_00293	CDS	1902	ettA		COG0488	Energy-dependent translational throttle protein EttA
KCJCKPDC_00294	CDS	948	thyA	2.1.1.45	COG0207	Thymidylate synthase
KCJCKPDC_00295	CDS	495	folA	1.5.1.3	COG0262	Dihydrofolate reductase
KCJCKPDC_00296	CDS	666				hypothetical protein
KCJCKPDC_00297	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
KCJCKPDC_00298	CDS	3573	smc_3		COG1196	Chromosome partition protein Smc
KCJCKPDC_00299	CDS	819		3.1.3.-		Putative phosphatase
KCJCKPDC_00300	CDS	1290	ftsY			Signal recognition particle receptor FtsY
KCJCKPDC_00301	CDS	327				hypothetical protein
KCJCKPDC_00302	CDS	1539	ffh		COG0541	Signal recognition particle protein
KCJCKPDC_00303	CDS	102				hypothetical protein
KCJCKPDC_00304	CDS	273	rpsP		COG0228	30S ribosomal protein S16
KCJCKPDC_00305	CDS	246				hypothetical protein
KCJCKPDC_00306	CDS	519	rimM			Ribosome maturation factor RimM
KCJCKPDC_00307	CDS	735	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
KCJCKPDC_00308	CDS	756	rhaR_1			HTH-type transcriptional activator RhaR
KCJCKPDC_00309	CDS	192				hypothetical protein
KCJCKPDC_00310	CDS	702	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
KCJCKPDC_00311	CDS	288				hypothetical protein
KCJCKPDC_00312	CDS	498				hypothetical protein
KCJCKPDC_00313	CDS	489				hypothetical protein
KCJCKPDC_00314	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
KCJCKPDC_00315	CDS	558	frr			Ribosome-recycling factor
KCJCKPDC_00316	CDS	1452				hypothetical protein
KCJCKPDC_00317	CDS	723	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
KCJCKPDC_00318	CDS	786				hypothetical protein
KCJCKPDC_00319	CDS	1272	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
KCJCKPDC_00320	CDS	1704	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KCJCKPDC_00321	CDS	4332	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
KCJCKPDC_00322	CDS	471	rimP		COG0779	Ribosome maturation factor RimP
KCJCKPDC_00323	CDS	1281	nusA		COG0195	Transcription termination/antitermination protein NusA
KCJCKPDC_00324	CDS	294				hypothetical protein
KCJCKPDC_00325	CDS	306	rplGA		COG1358	putative ribosomal protein YlxQ
KCJCKPDC_00326	CDS	2247	infB			Translation initiation factor IF-2
KCJCKPDC_00327	CDS	342	rbfA			Ribosome-binding factor A
KCJCKPDC_00328	CDS	792	nirC		COG2116	Nitrite transporter NirC
KCJCKPDC_00329	CDS	1050	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
KCJCKPDC_00330	CDS	1584	expZ		COG0488	Nucleotide-binding protein ExpZ
KCJCKPDC_00331	CDS	453				hypothetical protein
KCJCKPDC_00332	CDS	1308				hypothetical protein
KCJCKPDC_00333	CDS	1299	hisS	6.1.1.21		Histidine--tRNA ligase
KCJCKPDC_00334	CDS	1773	aspS	6.1.1.12		Aspartate--tRNA ligase
KCJCKPDC_00335	CDS	918	nfo	3.1.21.2	COG0648	putative endonuclease 4
KCJCKPDC_00336	CDS	930	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
KCJCKPDC_00337	CDS	1248	hflX		COG2262	GTPase HflX
KCJCKPDC_00338	CDS	1071	recX			Regulatory protein RecX
KCJCKPDC_00339	CDS	1182	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
KCJCKPDC_00340	CDS	537				hypothetical protein
KCJCKPDC_00341	CDS	1095				hypothetical protein
KCJCKPDC_00342	CDS	1239			COG1167	Putative aminotransferase/MSMEI_6121
KCJCKPDC_00343	CDS	222				hypothetical protein
KCJCKPDC_00344	CDS	507	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KCJCKPDC_00345	CDS	1446	zwf	1.1.1.363		Glucose-6-phosphate 1-dehydrogenase
KCJCKPDC_00346	CDS	1308	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
KCJCKPDC_00347	CDS	771				hypothetical protein
KCJCKPDC_00348	CDS	963	yidC			Membrane protein insertase YidC
KCJCKPDC_00349	CDS	372	yccX	3.6.1.7		Acylphosphatase
KCJCKPDC_00350	CDS	2313	spoIIIE		COG1674	DNA translocase SpoIIIE
KCJCKPDC_00351	CDS	1137	tmpC		COG1744	Membrane lipoprotein TmpC
KCJCKPDC_00352	CDS	1566	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
KCJCKPDC_00353	CDS	1083				hypothetical protein
