locus_tag	ftype	length_bp	gene	EC_number	COG	product
HJLADMHE_00150	CDS	1095				hypothetical protein
HJLADMHE_00151	CDS	537				hypothetical protein
HJLADMHE_00152	CDS	1182	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
HJLADMHE_00153	CDS	1071	recX			Regulatory protein RecX
HJLADMHE_00154	CDS	1248	hflX		COG2262	GTPase HflX
HJLADMHE_00155	CDS	930	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HJLADMHE_00156	CDS	918	nfo	3.1.21.2	COG0648	putative endonuclease 4
HJLADMHE_00157	CDS	1773	aspS	6.1.1.12		Aspartate--tRNA ligase
HJLADMHE_00158	CDS	1299	hisS	6.1.1.21		Histidine--tRNA ligase
HJLADMHE_00159	CDS	1308				hypothetical protein
HJLADMHE_00160	CDS	453				hypothetical protein
HJLADMHE_00161	CDS	1584	expZ		COG0488	Nucleotide-binding protein ExpZ
HJLADMHE_00162	CDS	1050	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
HJLADMHE_00163	CDS	792	nirC		COG2116	Nitrite transporter NirC
HJLADMHE_00164	CDS	342	rbfA			Ribosome-binding factor A
HJLADMHE_00165	CDS	2247	infB			Translation initiation factor IF-2
HJLADMHE_00166	CDS	306	rplGA		COG1358	putative ribosomal protein YlxQ
HJLADMHE_00167	CDS	294				hypothetical protein
HJLADMHE_00168	CDS	1281	nusA		COG0195	Transcription termination/antitermination protein NusA
HJLADMHE_00169	CDS	471	rimP		COG0779	Ribosome maturation factor RimP
HJLADMHE_00170	CDS	4332	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
HJLADMHE_00171	CDS	1704	proS	6.1.1.15	COG0442	Proline--tRNA ligase
HJLADMHE_00172	CDS	1272	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
HJLADMHE_00173	CDS	786				hypothetical protein
HJLADMHE_00174	CDS	723	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HJLADMHE_00175	CDS	1455		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
HJLADMHE_00176	CDS	558	frr			Ribosome-recycling factor
HJLADMHE_00177	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
HJLADMHE_00178	CDS	489				hypothetical protein
HJLADMHE_00179	CDS	486				hypothetical protein
HJLADMHE_00180	CDS	288				hypothetical protein
HJLADMHE_00181	CDS	702	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
HJLADMHE_00182	CDS	600				hypothetical protein
HJLADMHE_00183	CDS	345				hypothetical protein
HJLADMHE_00184	CDS	378				hypothetical protein
HJLADMHE_00185	CDS	222				hypothetical protein
HJLADMHE_00186	CDS	1254				hypothetical protein
HJLADMHE_00187	CDS	1284	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
HJLADMHE_00188	CDS	540	ybdM		COG1475	putative protein YbdM
HJLADMHE_00189	CDS	465				hypothetical protein
HJLADMHE_00190	CDS	297				hypothetical protein
HJLADMHE_00191	CDS	345				hypothetical protein
HJLADMHE_00192	CDS	987				hypothetical protein
HJLADMHE_00193	CDS	396				hypothetical protein
HJLADMHE_00194	CDS	393				hypothetical protein
HJLADMHE_00195	CDS	333				hypothetical protein
HJLADMHE_00196	CDS	777				hypothetical protein
HJLADMHE_00197	CDS	789				hypothetical protein
HJLADMHE_00198	CDS	678				hypothetical protein
HJLADMHE_00199	CDS	270				hypothetical protein
HJLADMHE_00200	CDS	339				hypothetical protein
HJLADMHE_00201	CDS	297				hypothetical protein
HJLADMHE_00202	CDS	429				hypothetical protein
HJLADMHE_00203	CDS	444				hypothetical protein
HJLADMHE_00204	CDS	2523	smc_1			Chromosome partition protein Smc
HJLADMHE_00205	CDS	1203				hypothetical protein
HJLADMHE_00206	CDS	1236				hypothetical protein
HJLADMHE_00207	CDS	2367				hypothetical protein
HJLADMHE_00208	CDS	765				hypothetical protein
HJLADMHE_00209	CDS	3642				hypothetical protein
HJLADMHE_00210	CDS	273				hypothetical protein
HJLADMHE_00211	CDS	420				hypothetical protein
HJLADMHE_00212	CDS	531				hypothetical protein
HJLADMHE_00213	CDS	387				hypothetical protein
HJLADMHE_00214	CDS	345				hypothetical protein
HJLADMHE_00215	CDS	297				hypothetical protein
HJLADMHE_00216	CDS	327				hypothetical protein
HJLADMHE_00217	CDS	279				hypothetical protein
HJLADMHE_00218	CDS	1080				hypothetical protein
HJLADMHE_00219	CDS	357				hypothetical protein
HJLADMHE_00220	CDS	582				hypothetical protein
HJLADMHE_00221	CDS	216				hypothetical protein
HJLADMHE_00222	tRNA	73				tRNA-Trp(cca)
HJLADMHE_00223	CDS	231				hypothetical protein
HJLADMHE_00224	CDS	1434				hypothetical protein
HJLADMHE_00225	CDS	1395				hypothetical protein
HJLADMHE_00226	CDS	1170				hypothetical protein
HJLADMHE_00227	CDS	483				hypothetical protein
HJLADMHE_00228	CDS	189				hypothetical protein
HJLADMHE_00229	CDS	378				hypothetical protein
HJLADMHE_00230	CDS	585				hypothetical protein
HJLADMHE_00231	CDS	255				hypothetical protein
HJLADMHE_00232	CDS	129				hypothetical protein
HJLADMHE_00233	CDS	351				hypothetical protein
HJLADMHE_00234	CDS	195				hypothetical protein
HJLADMHE_00235	CDS	537				hypothetical protein
HJLADMHE_00236	CDS	504				hypothetical protein
HJLADMHE_00237	CDS	369				hypothetical protein
HJLADMHE_00238	CDS	339				hypothetical protein
HJLADMHE_00239	CDS	387				hypothetical protein
HJLADMHE_00240	CDS	198				hypothetical protein
HJLADMHE_00241	CDS	429				hypothetical protein
HJLADMHE_00242	CDS	207				hypothetical protein
HJLADMHE_00243	CDS	261				hypothetical protein
HJLADMHE_00244	CDS	501	recU_1	3.1.22.4		Holliday junction resolvase RecU
HJLADMHE_00245	CDS	258				hypothetical protein
HJLADMHE_00246	CDS	261				hypothetical protein
HJLADMHE_00247	CDS	822				hypothetical protein
HJLADMHE_00248	CDS	879				hypothetical protein
HJLADMHE_00249	CDS	426	ssb		COG0629	Single-stranded DNA-binding protein
HJLADMHE_00250	CDS	276				hypothetical protein
HJLADMHE_00251	CDS	663				hypothetical protein
HJLADMHE_00252	CDS	654				hypothetical protein
HJLADMHE_00253	CDS	483				hypothetical protein
HJLADMHE_00254	CDS	318				hypothetical protein
HJLADMHE_00255	CDS	168				hypothetical protein
HJLADMHE_00256	CDS	228				hypothetical protein
HJLADMHE_00257	CDS	174				hypothetical protein
HJLADMHE_00258	CDS	321				hypothetical protein
HJLADMHE_00259	CDS	183				hypothetical protein
HJLADMHE_00260	CDS	192				hypothetical protein
HJLADMHE_00261	CDS	246				hypothetical protein
HJLADMHE_00262	CDS	177				hypothetical protein
HJLADMHE_00263	CDS	747				hypothetical protein
HJLADMHE_00264	CDS	219				hypothetical protein
HJLADMHE_00265	CDS	735	lexA_1	3.4.21.88		LexA repressor
HJLADMHE_00266	CDS	1302				hypothetical protein
HJLADMHE_00267	CDS	1104	xerC_2			Tyrosine recombinase XerC
HJLADMHE_00268	CDS	192				hypothetical protein
HJLADMHE_00269	CDS	756	rhaR_1			HTH-type transcriptional activator RhaR
HJLADMHE_00270	CDS	735	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
HJLADMHE_00271	CDS	519	rimM			Ribosome maturation factor RimM
HJLADMHE_00272	CDS	246				hypothetical protein
HJLADMHE_00273	CDS	273	rpsP		COG0228	30S ribosomal protein S16
HJLADMHE_00274	CDS	1539	ffh		COG0541	Signal recognition particle protein
HJLADMHE_00275	CDS	327				hypothetical protein
HJLADMHE_00276	CDS	1290	ftsY			Signal recognition particle receptor FtsY
HJLADMHE_00277	CDS	819		3.1.3.-		Putative phosphatase
HJLADMHE_00278	CDS	3573	smc_2		COG1196	Chromosome partition protein Smc
HJLADMHE_00279	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
HJLADMHE_00280	CDS	666				hypothetical protein
HJLADMHE_00281	CDS	495	folA	1.5.1.3	COG0262	Dihydrofolate reductase
HJLADMHE_00282	CDS	948	thyA	2.1.1.45	COG0207	Thymidylate synthase
HJLADMHE_00283	CDS	1902	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
HJLADMHE_00284	CDS	216	cspA		COG1278	Cold shock protein CspA
HJLADMHE_00285	CDS	393	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
HJLADMHE_00286	CDS	1368	alsT_1		COG1115	Amino-acid carrier protein AlsT
HJLADMHE_00287	CDS	1851	oatA	2.3.1.-		O-acetyltransferase OatA
HJLADMHE_00288	CDS	1155				hypothetical protein
HJLADMHE_00289	CDS	927				hypothetical protein
HJLADMHE_00290	CDS	537				hypothetical protein
HJLADMHE_00291	CDS	711	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
HJLADMHE_00292	CDS	624		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
HJLADMHE_00293	CDS	738	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacetylase
HJLADMHE_00294	CDS	1824	lepA	3.6.5.-		Elongation factor 4
HJLADMHE_00295	CDS	7575				hypothetical protein
HJLADMHE_00296	CDS	1407		1.2.1.3		Putative aldehyde dehydrogenase
HJLADMHE_00297	CDS	873	rhaS			HTH-type transcriptional activator RhaS
HJLADMHE_00298	CDS	654				hypothetical protein
HJLADMHE_00299	CDS	1788				hypothetical protein
HJLADMHE_00300	CDS	1017	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HJLADMHE_00301	CDS	1068				hypothetical protein
HJLADMHE_00302	CDS	690				hypothetical protein
HJLADMHE_00303	CDS	306				hypothetical protein
HJLADMHE_00304	CDS	480			COG2826	IS30 family transposase ISSag3
HJLADMHE_00305	CDS	1536	sglT_1			Sodium/glucose cotransporter
HJLADMHE_00306	CDS	1155	dnaJ		COG0484	Chaperone protein DnaJ
HJLADMHE_00307	CDS	1833	dnaK		COG0443	Chaperone protein DnaK
HJLADMHE_00308	CDS	576	grpE		COG0576	Protein GrpE
HJLADMHE_00309	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
HJLADMHE_00310	CDS	960	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
HJLADMHE_00311	CDS	912	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
HJLADMHE_00312	CDS	1533	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
HJLADMHE_00313	CDS	507				hypothetical protein
HJLADMHE_00314	CDS	1488	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
HJLADMHE_00315	CDS	1356	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
HJLADMHE_00316	CDS	381	gcvH_2			Glycine cleavage system H protein
HJLADMHE_00317	CDS	1104	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
HJLADMHE_00318	CDS	1416	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
HJLADMHE_00319	CDS	198				hypothetical protein
HJLADMHE_00320	CDS	207				hypothetical protein
HJLADMHE_00321	CDS	879	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
HJLADMHE_00322	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
HJLADMHE_00323	CDS	1299	umuC		COG0389	Protein UmuC
HJLADMHE_00324	CDS	213				hypothetical protein
HJLADMHE_00325	CDS	3141				hypothetical protein
HJLADMHE_00326	CDS	1260				hypothetical protein
HJLADMHE_00327	CDS	708				hypothetical protein
HJLADMHE_00328	CDS	612				hypothetical protein
HJLADMHE_00329	CDS	3261	rapA	3.6.4.-		RNA polymerase-associated protein RapA
HJLADMHE_00330	CDS	567				hypothetical protein
HJLADMHE_00331	CDS	915				hypothetical protein
HJLADMHE_00332	CDS	183				hypothetical protein
HJLADMHE_00333	CDS	102				hypothetical protein
HJLADMHE_00334	CDS	453	dtd	3.1.1.96		D-aminoacyl-tRNA deacylase
HJLADMHE_00335	CDS	2211	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HJLADMHE_00336	CDS	672	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
HJLADMHE_00337	CDS	969	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HJLADMHE_00338	CDS	552				hypothetical protein
HJLADMHE_00339	CDS	2874				hypothetical protein
HJLADMHE_00340	CDS	1053	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
HJLADMHE_00341	CDS	1173	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
HJLADMHE_00342	CDS	966	tagU_2	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HJLADMHE_00343	CDS	1095	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
HJLADMHE_00344	CDS	1380				hypothetical protein
HJLADMHE_00345	CDS	1149	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
HJLADMHE_00346	CDS	921	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HJLADMHE_00347	CDS	1056	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HJLADMHE_00348	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
HJLADMHE_00349	CDS	342				hypothetical protein
HJLADMHE_00350	CDS	846				hypothetical protein
HJLADMHE_00351	CDS	840	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
HJLADMHE_00352	CDS	1776	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
HJLADMHE_00353	CDS	1764	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
HJLADMHE_00354	CDS	435				hypothetical protein
HJLADMHE_00355	CDS	1395	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
HJLADMHE_00356	CDS	927	dnaI		COG1484	Primosomal protein DnaI
HJLADMHE_00357	CDS	1392	dnaB		COG3611	Replication initiation and membrane attachment protein
HJLADMHE_00358	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
HJLADMHE_00359	CDS	612	coaE	2.7.1.24		Dephospho-CoA kinase
HJLADMHE_00360	CDS	834	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HJLADMHE_00361	CDS	2661	polA	2.7.7.7		DNA polymerase I
HJLADMHE_00362	CDS	183				hypothetical protein
HJLADMHE_00363	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
HJLADMHE_00364	CDS	1485				hypothetical protein
HJLADMHE_00365	CDS	699				hypothetical protein
HJLADMHE_00366	CDS	726				hypothetical protein
HJLADMHE_00367	CDS	909	bcrA_1			Bacitracin transport ATP-binding protein BcrA
HJLADMHE_00368	CDS	711				hypothetical protein
HJLADMHE_00369	CDS	171				hypothetical protein
HJLADMHE_00370	CDS	744				hypothetical protein
HJLADMHE_00371	CDS	411				hypothetical protein
HJLADMHE_00372	CDS	354				hypothetical protein
HJLADMHE_00373	CDS	1455	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
HJLADMHE_00374	CDS	1683	rnj2	3.1.-.-		Ribonuclease J 2
HJLADMHE_00375	CDS	984	birA	6.3.4.15		Bifunctional ligase/repressor BirA
HJLADMHE_00376	CDS	1266			COG2256	putative AAA domain-containing protein
HJLADMHE_00377	CDS	468				Putative universal stress protein
HJLADMHE_00378	CDS	1806				hypothetical protein
HJLADMHE_00379	CDS	966				hypothetical protein
HJLADMHE_00380	rRNA	1070				16S ribosomal RNA (partial)
HJLADMHE_00381	CDS	684				hypothetical protein
HJLADMHE_00382	CDS	1167		1.1.1.38		NAD-dependent malic enzyme
HJLADMHE_00383	CDS	2658	alaS	6.1.1.7		Alanine--tRNA ligase
HJLADMHE_00384	CDS	261				hypothetical protein
HJLADMHE_00385	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HJLADMHE_00386	CDS	303				hypothetical protein
HJLADMHE_00387	CDS	1092	mltG	4.2.2.-		Endolytic murein transglycosylase
HJLADMHE_00388	CDS	627	udk	2.7.1.48	COG0572	Uridine kinase
HJLADMHE_00389	CDS	480	greA		COG0782	Transcription elongation factor GreA
HJLADMHE_00390	CDS	687				hypothetical protein
HJLADMHE_00391	CDS	177				hypothetical protein
