locus_tag	ftype	length_bp	gene	EC_number	COG	product
AAFEKCOI_00157	CDS	1287	grdE	1.21.4.2		Glycine reductase complex component B subunits alpha and beta
AAFEKCOI_00158	CDS	1041	grdB_1	1.21.4.2		Glycine reductase complex component B subunit gamma
AAFEKCOI_00159	CDS	231	grdB_2	1.21.4.2		Glycine reductase complex component B subunit gamma
AAFEKCOI_00160	CDS	285				hypothetical protein
AAFEKCOI_00161	CDS	1620				hypothetical protein
AAFEKCOI_00162	CDS	738			COG1136	putative ABC transporter ATP-binding protein
AAFEKCOI_00163	CDS	915	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
AAFEKCOI_00164	CDS	237	yeeD		COG0425	Putative sulfur carrier protein YeeD
AAFEKCOI_00165	CDS	1026				hypothetical protein
AAFEKCOI_00166	CDS	1164	grdD	1.21.4.2		Glycine/sarcosine/betaine reductase complex component C subunit alpha
AAFEKCOI_00167	CDS	1539	grdC	1.21.4.2		Glycine/sarcosine/betaine reductase complex component C subunit beta
AAFEKCOI_00168	CDS	327	trxA_1		COG0526	Thioredoxin
AAFEKCOI_00169	CDS	960	trxB_1	1.8.1.9		Thioredoxin reductase
AAFEKCOI_00170	CDS	318	grdA1	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A1
AAFEKCOI_00171	CDS	129	grdA	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A
AAFEKCOI_00172	CDS	1428	alsT_1		COG1115	Amino-acid carrier protein AlsT
AAFEKCOI_00173	tRNA	98				tRNA-SeC(tca)
AAFEKCOI_00174	CDS	978	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
AAFEKCOI_00175	CDS	432	fucU	5.1.3.29	COG4154	L-fucose mutarotase
AAFEKCOI_00176	CDS	1785	fucI	5.3.1.25	COG2407	L-fucose isomerase
AAFEKCOI_00177	CDS	654	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
AAFEKCOI_00178	CDS	1476	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
AAFEKCOI_00179	CDS	1383	xylP			Isoprimeverose transporter
AAFEKCOI_00180	CDS	921	rhaR_2			HTH-type transcriptional activator RhaR
AAFEKCOI_00181	CDS	1158	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
AAFEKCOI_00182	CDS	1452	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
AAFEKCOI_00183	CDS	543	yacP		COG3688	putative protein YacP
AAFEKCOI_00184	CDS	1905				hypothetical protein
AAFEKCOI_00185	CDS	399	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
AAFEKCOI_00186	CDS	555				hypothetical protein
AAFEKCOI_00187	CDS	573	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
AAFEKCOI_00188	CDS	1086				hypothetical protein
AAFEKCOI_00189	CDS	2472	copA	7.2.2.8		Copper-exporting P-type ATPase
AAFEKCOI_00190	CDS	423	copY_1			Transcriptional repressor CopY
AAFEKCOI_00191	CDS	1197	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
AAFEKCOI_00192	CDS	795				hypothetical protein
AAFEKCOI_00193	CDS	756				hypothetical protein
AAFEKCOI_00194	CDS	933	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AAFEKCOI_00195	tRNA	75				tRNA-Arg(tcg)
AAFEKCOI_00196	tRNA	73				tRNA-Lys(ttt)
AAFEKCOI_00197	tRNA	73				tRNA-Thr(tgt)
AAFEKCOI_00198	tRNA	72				tRNA-Gly(gcc)
AAFEKCOI_00199	tRNA	87				tRNA-Leu(taa)
AAFEKCOI_00200	tRNA	73				tRNA-Lys(ttt)
AAFEKCOI_00201	tRNA	82				tRNA-Leu(tag)
AAFEKCOI_00202	tRNA	73				tRNA-Thr(tgt)
AAFEKCOI_00203	CDS	702				hypothetical protein
AAFEKCOI_00204	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
AAFEKCOI_00205	CDS	3573	smc_1		COG1196	Chromosome partition protein Smc
AAFEKCOI_00206	CDS	819		3.1.3.-		Putative phosphatase
AAFEKCOI_00207	CDS	1290	ftsY			Signal recognition particle receptor FtsY
AAFEKCOI_00208	CDS	327				hypothetical protein
AAFEKCOI_00209	CDS	1539	ffh		COG0541	Signal recognition particle protein
AAFEKCOI_00210	CDS	273	rpsP		COG0228	30S ribosomal protein S16
AAFEKCOI_00211	CDS	246				hypothetical protein
AAFEKCOI_00212	CDS	519	rimM			Ribosome maturation factor RimM
AAFEKCOI_00213	CDS	735	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
AAFEKCOI_00214	CDS	756	rhaR_3			HTH-type transcriptional activator RhaR
AAFEKCOI_00215	CDS	192				hypothetical protein
AAFEKCOI_00216	CDS	702	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
AAFEKCOI_00217	CDS	288				hypothetical protein
AAFEKCOI_00218	CDS	486				hypothetical protein
AAFEKCOI_00219	CDS	489				hypothetical protein
AAFEKCOI_00220	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
AAFEKCOI_00221	CDS	558	frr			Ribosome-recycling factor
AAFEKCOI_00222	CDS	1017	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
AAFEKCOI_00223	CDS	708	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
AAFEKCOI_00224	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
AAFEKCOI_00225	CDS	471	luxS_1	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
AAFEKCOI_00226	CDS	882	metAA1	2.3.1.31	COG1897	Homoserine O-acetyltransferase 1
AAFEKCOI_00227	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
AAFEKCOI_00228	CDS	1083	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
AAFEKCOI_00229	CDS	687	metP_1		COG2011	Methionine import system permease protein MetP
AAFEKCOI_00230	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
AAFEKCOI_00231	CDS	915	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
AAFEKCOI_00232	CDS	363				hypothetical protein
AAFEKCOI_00233	CDS	648	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
AAFEKCOI_00234	CDS	963				hypothetical protein
AAFEKCOI_00235	CDS	852				hypothetical protein
AAFEKCOI_00236	CDS	324				hypothetical protein
AAFEKCOI_00237	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
AAFEKCOI_00238	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
AAFEKCOI_00239	CDS	1350	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
AAFEKCOI_00240	CDS	1575				hypothetical protein
AAFEKCOI_00241	CDS	1473	gltX	6.1.1.17		Glutamate--tRNA ligase
AAFEKCOI_00242	CDS	714				hypothetical protein
AAFEKCOI_00243	CDS	2154	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
AAFEKCOI_00244	CDS	738	agrA_1		COG3279	Accessory gene regulator protein A
AAFEKCOI_00245	CDS	1320				hypothetical protein
AAFEKCOI_00246	CDS	135				hypothetical protein
AAFEKCOI_00247	CDS	105				hypothetical protein
AAFEKCOI_00248	CDS	582				hypothetical protein
AAFEKCOI_00249	CDS	243				hypothetical protein
AAFEKCOI_00250	CDS	102				hypothetical protein
AAFEKCOI_00251	CDS	174				hypothetical protein
AAFEKCOI_00252	CDS	306	celA_2	2.7.1.205		PTS system cellobiose-specific EIIB component
AAFEKCOI_00253	CDS	312	lacF_1			PTS system lactose-specific EIIA component
AAFEKCOI_00254	CDS	1713	lacE			PTS system lactose-specific EIICB component
AAFEKCOI_00255	CDS	1425	lacG	3.2.1.85		6-phospho-beta-galactosidase
AAFEKCOI_00256	CDS	1578				hypothetical protein
AAFEKCOI_00257	CDS	1026			COG1840	putative protein
AAFEKCOI_00258	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
AAFEKCOI_00259	CDS	1665				hypothetical protein
AAFEKCOI_00260	CDS	1635				hypothetical protein
AAFEKCOI_00261	CDS	768			COG4753	putative response regulatory protein
AAFEKCOI_00262	CDS	1017	adhA	1.1.1.1		Alcohol dehydrogenase 1
AAFEKCOI_00263	CDS	939	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
AAFEKCOI_00264	CDS	2457				hypothetical protein
AAFEKCOI_00265	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
AAFEKCOI_00266	CDS	429	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
AAFEKCOI_00267	CDS	750	lacR			Lactose phosphotransferase system repressor
AAFEKCOI_00268	CDS	480				hypothetical protein
AAFEKCOI_00269	CDS	300				hypothetical protein
AAFEKCOI_00270	CDS	1455	gatC_1		COG3775	PTS system galactitol-specific EIIC component
AAFEKCOI_00271	CDS	999	lacD2	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase 2
AAFEKCOI_00272	CDS	1332	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
AAFEKCOI_00273	CDS	1191	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
AAFEKCOI_00274	CDS	1389	tcyP		COG1823	L-cystine uptake protein TcyP
AAFEKCOI_00275	CDS	894	rbsK	2.7.1.15	COG0524	Ribokinase
AAFEKCOI_00276	CDS	573	def2	3.5.1.88	COG0242	Peptide deformylase 2
AAFEKCOI_00277	CDS	1167	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
AAFEKCOI_00278	CDS	984	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
AAFEKCOI_00279	CDS	1356	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AAFEKCOI_00280	CDS	1413	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
AAFEKCOI_00281	CDS	879	bcrA_2			Bacitracin transport ATP-binding protein BcrA
AAFEKCOI_00282	CDS	759				hypothetical protein
AAFEKCOI_00283	CDS	414	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
AAFEKCOI_00284	CDS	234				hypothetical protein
AAFEKCOI_00285	CDS	777	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
AAFEKCOI_00286	CDS	1833	typA		COG1217	GTP-binding protein TypA/BipA
AAFEKCOI_00287	CDS	288				hypothetical protein
AAFEKCOI_00288	CDS	330				hypothetical protein
AAFEKCOI_00289	CDS	558	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AAFEKCOI_00290	CDS	483	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
AAFEKCOI_00291	CDS	2178	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
AAFEKCOI_00292	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
AAFEKCOI_00293	CDS	1722	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
AAFEKCOI_00294	CDS	240				hypothetical protein
AAFEKCOI_00295	CDS	531				hypothetical protein
AAFEKCOI_00296	CDS	1119	yqeH		COG1161	putative protein YqeH
AAFEKCOI_00297	CDS	315			COG1534	RNA-binding protein
AAFEKCOI_00298	CDS	639	nadD	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
AAFEKCOI_00299	CDS	606				hypothetical protein
AAFEKCOI_00300	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
AAFEKCOI_00301	CDS	729	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AAFEKCOI_00302	CDS	1173	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
AAFEKCOI_00303	CDS	567				hypothetical protein
AAFEKCOI_00304	CDS	180	rpmF			50S ribosomal protein L32
AAFEKCOI_00305	CDS	378				hypothetical protein
AAFEKCOI_00306	CDS	432	mraZ			Transcriptional regulator MraZ
AAFEKCOI_00307	CDS	957	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
AAFEKCOI_00308	CDS	399	ftsL			Cell division protein FtsL
AAFEKCOI_00309	CDS	2247	pbpB		COG0768	Penicillin-binding protein 2B
AAFEKCOI_00310	CDS	969	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AAFEKCOI_00311	CDS	1389	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
AAFEKCOI_00312	CDS	1155	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AAFEKCOI_00313	CDS	825	divIB		COG1589	Cell division protein DivIB
AAFEKCOI_00314	CDS	1323	ftsA		COG0849	Cell division protein FtsA
AAFEKCOI_00315	CDS	1224	ftsZ		COG0206	Cell division protein FtsZ
AAFEKCOI_00316	CDS	480	sepF		COG1799	Cell division protein SepF
AAFEKCOI_00317	CDS	288				hypothetical protein
AAFEKCOI_00318	CDS	783				hypothetical protein
AAFEKCOI_00319	CDS	663	divIVA		COG3599	Cell division protein DivIVA
AAFEKCOI_00320	CDS	2781	ileS	6.1.1.5		Isoleucine--tRNA ligase
AAFEKCOI_00321	CDS	756	rpsB		COG0052	30S ribosomal protein S2
AAFEKCOI_00322	CDS	876	tsf		COG0264	Elongation factor Ts
AAFEKCOI_00323	CDS	1530	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AAFEKCOI_00324	CDS	819	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
AAFEKCOI_00325	CDS	342				hypothetical protein
AAFEKCOI_00326	CDS	2223	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
AAFEKCOI_00327	CDS	3315	dnaE_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
AAFEKCOI_00328	CDS	966	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
AAFEKCOI_00329	CDS	1428	pyk	2.7.1.40	COG0469	Pyruvate kinase
AAFEKCOI_00330	CDS	855	cvfB		COG2996	Conserved virulence factor B
AAFEKCOI_00331	CDS	462	fur		COG0735	Ferric uptake regulation protein
AAFEKCOI_00332	CDS	900	xerD			Tyrosine recombinase XerD
AAFEKCOI_00333	CDS	1170	deoB	5.4.2.7		Phosphopentomutase
AAFEKCOI_00334	CDS	405	ribT	2.3.1.-		Protein RibT
AAFEKCOI_00335	CDS	771	scpA		COG1354	Segregation and condensation protein A
AAFEKCOI_00336	CDS	552	scpB			Segregation and condensation protein B
AAFEKCOI_00337	CDS	720	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
AAFEKCOI_00338	CDS	627	ribU			Riboflavin transporter RibU
AAFEKCOI_00339	CDS	1020				hypothetical protein
AAFEKCOI_00340	CDS	1455	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
AAFEKCOI_00341	CDS	678				hypothetical protein
AAFEKCOI_00342	CDS	669	cmk	2.7.4.25	COG0283	Cytidylate kinase
AAFEKCOI_00343	CDS	1248	rps1		COG0539	30S ribosomal protein S1
AAFEKCOI_00344	CDS	1314	der		COG1160	GTPase Der
AAFEKCOI_00345	CDS	279	hup		COG0776	DNA-binding protein HU
AAFEKCOI_00346	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
AAFEKCOI_00347	tRNA	75				tRNA-Arg(tct)
AAFEKCOI_00348	CDS	360				hypothetical protein
AAFEKCOI_00349	CDS	927				hypothetical protein
AAFEKCOI_00350	CDS	1326	tig	5.2.1.8	COG0544	Trigger factor
AAFEKCOI_00351	CDS	1260	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
