locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLLBPJGF_00097	CDS	717	srrA_1		COG0745	Transcriptional regulatory protein SrrA
FLLBPJGF_00098	CDS	141				hypothetical protein
FLLBPJGF_00099	CDS	336	ssbA_1		COG0629	Single-stranded DNA-binding protein A
FLLBPJGF_00100	CDS	1692	argS_1	6.1.1.19	COG0018	Arginine--tRNA ligase
FLLBPJGF_00101	CDS	966				hypothetical protein
FLLBPJGF_00102	CDS	891	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FLLBPJGF_00103	CDS	1617		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
FLLBPJGF_00104	CDS	2025	metG	6.1.1.10		Methionine--tRNA ligase
FLLBPJGF_00105	CDS	471	luxS_1	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
FLLBPJGF_00106	CDS	492				hypothetical protein
FLLBPJGF_00107	tRNA	75				tRNA-Asn(gtt)
FLLBPJGF_00108	rRNA	111				5S ribosomal RNA
FLLBPJGF_00109	rRNA	2900				23S ribosomal RNA
FLLBPJGF_00110	tRNA	75				tRNA-Ala(tgc)
FLLBPJGF_00111	rRNA	1542				16S ribosomal RNA
FLLBPJGF_00112	CDS	708	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
FLLBPJGF_00113	CDS	648				hypothetical protein
FLLBPJGF_00114	CDS	357	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
FLLBPJGF_00115	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
FLLBPJGF_00116	CDS	1377	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FLLBPJGF_00117	CDS	1047	ddl	6.3.2.4		D-alanine--D-alanine ligase
FLLBPJGF_00118	CDS	1173	galK_1	2.7.1.6	COG0153	Galactokinase
FLLBPJGF_00119	CDS	1035	mro	5.1.3.3	COG2017	Aldose 1-epimerase
FLLBPJGF_00120	CDS	3045	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
FLLBPJGF_00121	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
FLLBPJGF_00122	CDS	1278	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FLLBPJGF_00123	CDS	1275	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
FLLBPJGF_00124	CDS	1359	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
FLLBPJGF_00125	CDS	1857				hypothetical protein
FLLBPJGF_00126	CDS	1842				hypothetical protein
FLLBPJGF_00127	CDS	1446	nanA_1	3.2.1.18	COG4409	Sialidase A
FLLBPJGF_00128	CDS	813	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
FLLBPJGF_00129	CDS	1422	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
FLLBPJGF_00130	CDS	1509	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FLLBPJGF_00131	CDS	282				hypothetical protein
FLLBPJGF_00132	CDS	1344	gatC_1		COG3775	PTS system galactitol-specific EIIC component
FLLBPJGF_00133	CDS	465				hypothetical protein
FLLBPJGF_00134	CDS	522				hypothetical protein
FLLBPJGF_00135	CDS	699	tpiA_2			Triosephosphate isomerase
FLLBPJGF_00136	CDS	846	ydjI		COG0191	putative protein YdjI
FLLBPJGF_00137	CDS	939	deoR		COG2390	Deoxyribonucleoside regulator
FLLBPJGF_00138	CDS	921				hypothetical protein
FLLBPJGF_00139	CDS	1056				hypothetical protein
FLLBPJGF_00140	CDS	909	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
FLLBPJGF_00141	CDS	804	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
FLLBPJGF_00142	CDS	708	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
FLLBPJGF_00143	CDS	1269				hypothetical protein
FLLBPJGF_00144	CDS	288	veg		COG4466	Protein Veg
FLLBPJGF_00145	CDS	699				hypothetical protein
FLLBPJGF_00146	CDS	720				hypothetical protein
FLLBPJGF_00147	CDS	1329	argS_2	6.1.1.19	COG0018	Arginine--tRNA ligase
FLLBPJGF_00148	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
FLLBPJGF_00149	CDS	1338		3.4.13.-		Putative dipeptidase
FLLBPJGF_00150	CDS	1494				hypothetical protein
FLLBPJGF_00151	CDS	1005	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
FLLBPJGF_00152	CDS	1227	arcA	3.5.3.6	COG2235	Arginine deiminase
FLLBPJGF_00153	CDS	363				hypothetical protein
FLLBPJGF_00154	CDS	171				hypothetical protein
FLLBPJGF_00155	CDS	297	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
FLLBPJGF_00156	CDS	168				hypothetical protein
FLLBPJGF_00157	CDS	276				hypothetical protein
FLLBPJGF_00158	CDS	2073	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
FLLBPJGF_00159	CDS	855	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
FLLBPJGF_00160	CDS	1302				hypothetical protein
FLLBPJGF_00161	CDS	1602	pyrG	6.3.4.2	COG0504	CTP synthase
FLLBPJGF_00162	CDS	1179				hypothetical protein
FLLBPJGF_00163	CDS	831				hypothetical protein
FLLBPJGF_00164	CDS	726	yclP_1	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
FLLBPJGF_00165	CDS	384	ytrA		COG1725	HTH-type transcriptional repressor YtrA
FLLBPJGF_00166	CDS	912				hypothetical protein
FLLBPJGF_00167	CDS	519	rpoE			DNA-directed RNA polymerase subunit delta
FLLBPJGF_00168	CDS	444				hypothetical protein
FLLBPJGF_00169	CDS	876	lipL	2.3.1.200	COG0095	Lipoyl-[GcvH]:protein N-lipoyltransferase
FLLBPJGF_00170	CDS	1350				hypothetical protein
FLLBPJGF_00171	CDS	816	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
FLLBPJGF_00172	CDS	1098	strH	3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
FLLBPJGF_00173	CDS	528	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
FLLBPJGF_00174	CDS	1296	serS	6.1.1.11		Serine--tRNA ligase
FLLBPJGF_00175	CDS	540				hypothetical protein
FLLBPJGF_00176	CDS	1314	dacA_1	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
FLLBPJGF_00177	CDS	1143	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FLLBPJGF_00178	CDS	684	srrA_2		COG0745	Transcriptional regulatory protein SrrA
FLLBPJGF_00179	CDS	711	yidD			Putative membrane protein insertion efficiency factor
FLLBPJGF_00180	CDS	585	srtD	3.4.22.-	COG3764	Sortase D
FLLBPJGF_00181	CDS	1338	pepC	3.4.22.40	COG3579	Aminopeptidase C
FLLBPJGF_00182	CDS	684				hypothetical protein
FLLBPJGF_00183	CDS	1119				hypothetical protein
FLLBPJGF_00184	CDS	1830				hypothetical protein
FLLBPJGF_00185	CDS	186				hypothetical protein
FLLBPJGF_00186	CDS	672	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
FLLBPJGF_00187	CDS	882	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
FLLBPJGF_00188	CDS	702	metP_1		COG2011	Methionine import system permease protein MetP
FLLBPJGF_00189	CDS	1011	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
FLLBPJGF_00190	CDS	819	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
FLLBPJGF_00191	CDS	1332				hypothetical protein
FLLBPJGF_00192	CDS	609	urdA_2	1.3.99.33		Urocanate reductase
FLLBPJGF_00193	CDS	942	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
FLLBPJGF_00194	CDS	1236	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
FLLBPJGF_00195	CDS	849	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLBPJGF_00196	CDS	1491				hypothetical protein
FLLBPJGF_00197	CDS	234				hypothetical protein
FLLBPJGF_00198	CDS	321				hypothetical protein
FLLBPJGF_00199	CDS	141				hypothetical protein
FLLBPJGF_00200	CDS	1371	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
FLLBPJGF_00201	CDS	1485				hypothetical protein
FLLBPJGF_00202	CDS	1875			COG1132	putative ABC transporter ATP-binding protein
FLLBPJGF_00203	CDS	1719			COG1132	putative ABC transporter ATP-binding protein
FLLBPJGF_00204	CDS	627				hypothetical protein
FLLBPJGF_00205	CDS	261				hypothetical protein
FLLBPJGF_00206	CDS	267				hypothetical protein
FLLBPJGF_00207	CDS	258				hypothetical protein
FLLBPJGF_00208	CDS	1173				hypothetical protein
FLLBPJGF_00209	CDS	1032	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
FLLBPJGF_00210	CDS	555				hypothetical protein
FLLBPJGF_00211	CDS	885	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
FLLBPJGF_00212	CDS	336				hypothetical protein
FLLBPJGF_00213	CDS	753	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
FLLBPJGF_00214	CDS	348	yabA		COG4467	Initiation-control protein YabA
FLLBPJGF_00215	CDS	987				hypothetical protein
FLLBPJGF_00216	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
FLLBPJGF_00217	CDS	663	tmk	2.7.4.9		Thymidylate kinase
FLLBPJGF_00218	CDS	600	recR		COG0353	Recombination protein RecR
FLLBPJGF_00219	CDS	321	ybaB			Nucleoid-associated protein YbaB
FLLBPJGF_00220	CDS	1740	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
FLLBPJGF_00221	CDS	6168				hypothetical protein
FLLBPJGF_00222	CDS	1671				hypothetical protein
FLLBPJGF_00223	CDS	1395				hypothetical protein
FLLBPJGF_00224	CDS	714	atpB			ATP synthase subunit a
FLLBPJGF_00225	CDS	213	atpE_1			ATP synthase subunit c
FLLBPJGF_00226	CDS	510	atpF		COG0711	ATP synthase subunit b
FLLBPJGF_00227	CDS	330	atpD_1			ATP synthase subunit delta
FLLBPJGF_00228	CDS	1527	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
FLLBPJGF_00229	CDS	933	atpG		COG0224	ATP synthase gamma chain
FLLBPJGF_00230	CDS	1455	atpD_2	7.1.2.2	COG0055	ATP synthase subunit beta
FLLBPJGF_00231	CDS	465	atpC		COG0355	ATP synthase epsilon chain
FLLBPJGF_00232	CDS	1194	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
FLLBPJGF_00233	CDS	1275	yhaP		COG1668	putative protein YhaP
FLLBPJGF_00234	CDS	900		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
FLLBPJGF_00235	CDS	402				hypothetical protein
FLLBPJGF_00236	CDS	684				hypothetical protein
FLLBPJGF_00237	CDS	1365	mgtE_1		COG2239	Magnesium transporter MgtE
FLLBPJGF_00238	CDS	210				hypothetical protein
FLLBPJGF_00239	CDS	1164	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
FLLBPJGF_00240	CDS	720	nagR		COG2188	HTH-type transcriptional repressor NagR
FLLBPJGF_00241	CDS	696	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
FLLBPJGF_00242	CDS	876	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
FLLBPJGF_00243	CDS	768	yjjP		COG2966	Inner membrane protein YjjP
FLLBPJGF_00244	CDS	468				hypothetical protein
FLLBPJGF_00245	CDS	171				hypothetical protein
FLLBPJGF_00246	CDS	861	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
FLLBPJGF_00247	CDS	234				hypothetical protein
FLLBPJGF_00248	CDS	735				hypothetical protein
FLLBPJGF_00249	CDS	891	bcrA_1			Bacitracin transport ATP-binding protein BcrA
FLLBPJGF_00250	CDS	750				hypothetical protein
FLLBPJGF_00251	CDS	726				hypothetical protein
FLLBPJGF_00252	CDS	738				hypothetical protein
FLLBPJGF_00253	CDS	780	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
FLLBPJGF_00254	CDS	1056	thiY		COG0715	Formylaminopyrimidine-binding protein
FLLBPJGF_00255	CDS	774	ribX			Riboflavin transport system permease protein RibX
FLLBPJGF_00256	CDS	750	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
FLLBPJGF_00257	CDS	1869	smc_2			Chromosome partition protein Smc
FLLBPJGF_00258	CDS	669	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
FLLBPJGF_00259	CDS	663	ktrA		COG0569	Ktr system potassium uptake protein A
FLLBPJGF_00260	CDS	1371	ktrB		COG0168	Ktr system potassium uptake protein B
FLLBPJGF_00261	CDS	882	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
FLLBPJGF_00262	CDS	936		1.6.5.11	COG2070	NADH:quinone reductase
FLLBPJGF_00263	CDS	921	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
FLLBPJGF_00264	CDS	843	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
FLLBPJGF_00265	CDS	1359	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
FLLBPJGF_00266	CDS	291				hypothetical protein
FLLBPJGF_00267	CDS	2046				hypothetical protein
FLLBPJGF_00268	CDS	927	rbsB		COG1879	Ribose import binding protein RbsB
FLLBPJGF_00269	CDS	942	rbsC		COG1172	Ribose import permease protein RbsC
FLLBPJGF_00270	CDS	1479	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FLLBPJGF_00271	CDS	390	rbsD	5.4.99.62	COG1869	D-ribose pyranase
FLLBPJGF_00272	CDS	909	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
FLLBPJGF_00273	CDS	960	purR_2		COG1609	HTH-type transcriptional repressor PurR
FLLBPJGF_00274	CDS	393	rpsI		COG0103	30S ribosomal protein S9
FLLBPJGF_00275	CDS	444	rplM			50S ribosomal protein L13
FLLBPJGF_00276	CDS	1197		1.-.-.-		putative oxidoreductase
FLLBPJGF_00277	CDS	951				hypothetical protein
FLLBPJGF_00278	CDS	930	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
FLLBPJGF_00279	CDS	1200	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
FLLBPJGF_00280	CDS	927		1.6.5.11	COG2070	NADH:quinone reductase
FLLBPJGF_00281	CDS	1218	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
FLLBPJGF_00282	CDS	2259	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
FLLBPJGF_00283	CDS	1650		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
FLLBPJGF_00284	CDS	147				hypothetical protein
FLLBPJGF_00285	CDS	588				hypothetical protein
FLLBPJGF_00286	CDS	645				hypothetical protein
FLLBPJGF_00287	CDS	870	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLBPJGF_00288	CDS	381				hypothetical protein
FLLBPJGF_00289	CDS	1245				hypothetical protein
FLLBPJGF_00290	CDS	228				hypothetical protein
FLLBPJGF_00291	CDS	1497	nylA_1	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
FLLBPJGF_00292	CDS	858	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
FLLBPJGF_00293	CDS	1044	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
FLLBPJGF_00294	CDS	1074	dppC		COG1173	Dipeptide transport system permease protein DppC
FLLBPJGF_00295	CDS	936	oppB		COG0601	Oligopeptide transport system permease protein OppB
FLLBPJGF_00296	CDS	1656	dppE		COG4166	Dipeptide-binding protein DppE
FLLBPJGF_00297	CDS	999				hypothetical protein
FLLBPJGF_00298	CDS	1023		6.3.1.20		Lipoate--protein ligase 2
FLLBPJGF_00299	CDS	888		2.4.2.-		Protein ADP-ribosyltransferase
FLLBPJGF_00300	CDS	831		3.2.1.-		Protein-ADP-ribose hydrolase
FLLBPJGF_00301	CDS	333				Glycine cleavage system H-like protein
FLLBPJGF_00302	CDS	783	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FLLBPJGF_00303	CDS	798	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
FLLBPJGF_00304	CDS	885	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
FLLBPJGF_00305	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
FLLBPJGF_00306	CDS	1503	nylA_2	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
FLLBPJGF_00307	CDS	420	rplQ		COG0203	50S ribosomal protein L17
FLLBPJGF_00308	CDS	942	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
FLLBPJGF_00309	CDS	399	rpsK			30S ribosomal protein S11
FLLBPJGF_00310	CDS	366	rpsM		COG0099	30S ribosomal protein S13
FLLBPJGF_00311	CDS	219	infA			Translation initiation factor IF-1
FLLBPJGF_00312	CDS	645	adk	2.7.4.3		Adenylate kinase
FLLBPJGF_00313	CDS	1317	secY			Protein translocase subunit SecY
FLLBPJGF_00314	CDS	441	rplO			50S ribosomal protein L15
FLLBPJGF_00315	CDS	183	rpmD			50S ribosomal protein L30
FLLBPJGF_00316	CDS	510	rpsE		COG0098	30S ribosomal protein S5
FLLBPJGF_00317	CDS	360	rplR			50S ribosomal protein L18
FLLBPJGF_00318	CDS	537	rplF			50S ribosomal protein L6
FLLBPJGF_00319	CDS	399	rpsH			30S ribosomal protein S8
FLLBPJGF_00320	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
FLLBPJGF_00321	CDS	540	rplE		COG0094	50S ribosomal protein L5
FLLBPJGF_00322	CDS	303	rplX			50S ribosomal protein L24
FLLBPJGF_00323	CDS	369	rplN			50S ribosomal protein L14
FLLBPJGF_00324	CDS	264	rpsQ			30S ribosomal protein S17
FLLBPJGF_00325	CDS	195	rpmC		COG0255	50S ribosomal protein L29
FLLBPJGF_00326	CDS	432	rplP		COG0197	50S ribosomal protein L16
FLLBPJGF_00327	CDS	657	rpsC		COG0092	30S ribosomal protein S3
FLLBPJGF_00328	CDS	357	rplV			50S ribosomal protein L22
FLLBPJGF_00329	CDS	279	rpsS			30S ribosomal protein S19
FLLBPJGF_00330	CDS	846	rplB		COG0090	50S ribosomal protein L2
FLLBPJGF_00331	CDS	291	rplW			50S ribosomal protein L23
FLLBPJGF_00332	CDS	624	rplD		COG0088	50S ribosomal protein L4
FLLBPJGF_00333	CDS	633	rplC		COG0087	50S ribosomal protein L3
FLLBPJGF_00334	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
FLLBPJGF_00335	CDS	786	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FLLBPJGF_00336	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FLLBPJGF_00337	CDS	1365	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
FLLBPJGF_00338	CDS	435	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FLLBPJGF_00339	CDS	495	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
