gene_callers_id	source	accession	function	e_value
180	Prokka:Prodigal	rpoN1_1	RNA polymerase sigma-54 factor 1	0
181	Prokka:Prodigal	iolG	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	0
182	Prokka:Prodigal	yvyI	Putative mannose-6-phosphate isomerase YvyI	0
183	Prokka:Prodigal			0
184	Prokka:Prodigal			0
185	Prokka:Prodigal	rlmG	Ribosomal RNA large subunit methyltransferase G	0
186	Prokka:Prodigal			0
187	Prokka:Prodigal	tyrS	Tyrosine--tRNA ligase	0
188	Prokka:Prodigal	ldh	L-lactate dehydrogenase	0
189	Prokka:Prodigal			0
190	Prokka:Prodigal	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	0
191	Prokka:Prodigal	acpP_1	Acyl carrier protein	0
192	Prokka:Prodigal		NADH:quinone reductase	0
193	Prokka:Prodigal	fabD	Malonyl CoA-acyl carrier protein transacylase	0
194	Prokka:Prodigal	fabG_1	3-oxoacyl-[acyl-carrier-protein] reductase FabG	0
195	Prokka:Prodigal	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	0
196	Prokka:Prodigal	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	0
197	Prokka:Prodigal	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	0
198	Prokka:Prodigal	cfiB	2-oxoglutarate carboxylase small subunit	0
199	Prokka:Prodigal	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	0
200	Prokka:Prodigal	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	0
201	Prokka:Prodigal	rpsJ	30S ribosomal protein S10	0
202	Prokka:Prodigal	rplC	50S ribosomal protein L3	0
203	Prokka:Prodigal	rplD	50S ribosomal protein L4	0
204	Prokka:Prodigal	rplW	50S ribosomal protein L23	0
205	Prokka:Prodigal	rplB	50S ribosomal protein L2	0
206	Prokka:Prodigal	rpsS	30S ribosomal protein S19	0
207	Prokka:Prodigal	rplV	50S ribosomal protein L22	0
208	Prokka:Prodigal	rpsC	30S ribosomal protein S3	0
209	Prokka:Prodigal	rplP	50S ribosomal protein L16	0
210	Prokka:Prodigal	rpmC	50S ribosomal protein L29	0
211	Prokka:Prodigal	rpsQ	30S ribosomal protein S17	0
212	Prokka:Prodigal	rplN	50S ribosomal protein L14	0
213	Prokka:Prodigal	rplX	50S ribosomal protein L24	0
214	Prokka:Prodigal	rplE	50S ribosomal protein L5	0
215	Prokka:Prodigal	rpsZ	30S ribosomal protein S14 type Z	0
216	Prokka:Prodigal	rpsH	30S ribosomal protein S8	0
217	Prokka:Prodigal	rplF	50S ribosomal protein L6	0
218	Prokka:Prodigal	rplR	50S ribosomal protein L18	0
219	Prokka:Prodigal	rpsE	30S ribosomal protein S5	0
220	Prokka:Prodigal	rpmD	50S ribosomal protein L30	0
221	Prokka:Prodigal	rplO	50S ribosomal protein L15	0
222	Prokka:Prodigal	secY	Protein translocase subunit SecY	0
223	Prokka:Prodigal	adk	Adenylate kinase	0
224	Prokka:Prodigal	infA	Translation initiation factor IF-1	0
225	Prokka:Prodigal	rpsM	30S ribosomal protein S13	0
226	Prokka:Prodigal	rpsK	30S ribosomal protein S11	0
227	Prokka:Prodigal	rpoA	DNA-directed RNA polymerase subunit alpha	0
228	Prokka:Prodigal	rplQ	50S ribosomal protein L17	0
229	Prokka:Prodigal	nylA_1	6-aminohexanoate-cyclic-dimer hydrolase	0
230	Prokka:Prodigal	ecfA1_1	Energy-coupling factor transporter ATP-binding protein EcfA1	0
231	Prokka:Prodigal	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	0
232	Prokka:Prodigal	ecfT_1	Energy-coupling factor transporter transmembrane protein EcfT	0
233	Prokka:Prodigal	truA	tRNA pseudouridine synthase A	0
234	Prokka:Prodigal		Glycine cleavage system H-like protein	0
235	Prokka:Prodigal		Protein-ADP-ribose hydrolase	0
236	Prokka:Prodigal		Protein ADP-ribosyltransferase	0
237	Prokka:Prodigal		Lipoate--protein ligase 2	0
238	Prokka:Prodigal			0
239	Prokka:Prodigal	dppE	Dipeptide-binding protein DppE	0
240	Prokka:Prodigal	oppB	Oligopeptide transport system permease protein OppB	0
241	Prokka:Prodigal	dppC	Dipeptide transport system permease protein DppC	0
242	Prokka:Prodigal	oppD_2	Oligopeptide transport ATP-binding protein OppD	0
243	Prokka:Prodigal	oppF_2	Oligopeptide transport ATP-binding protein OppF	0
244	Prokka:Prodigal	nylA_2	6-aminohexanoate-cyclic-dimer hydrolase	0
245	Prokka:Prodigal			0
246	Prokka:Prodigal			0
247	Prokka:Prodigal			0
248	Prokka:Prodigal	btuD_3	Vitamin B12 import ATP-binding protein BtuD	0
249	Prokka:Prodigal			0
250	Prokka:Prodigal			0
251	Prokka:Prodigal			0
252	Prokka:Prodigal		Long-chain-fatty-acid--CoA ligase FadD13	0
253	Prokka:Prodigal	fadN	putative 3-hydroxyacyl-CoA dehydrogenase	0
254	Prokka:Prodigal	fadA	3-ketoacyl-CoA thiolase	0
255	Prokka:Prodigal		NADH:quinone reductase	0
256	Prokka:Prodigal	scmP_1	N-acetylcysteine deacetylase	0
257	Prokka:Prodigal	metQ_3	D-methionine-binding lipoprotein MetQ	0
258	Prokka:Prodigal			0
259	Prokka:Prodigal		putative oxidoreductase	0
260	Prokka:Prodigal	rplM	50S ribosomal protein L13	0
261	Prokka:Prodigal	rpsI	30S ribosomal protein S9	0
262	Prokka:Prodigal	purR_1	HTH-type transcriptional repressor PurR	0
263	Prokka:Prodigal	rbsK/rbiA	Bifunctional ribokinase/ribose-5-phosphate isomerase A	0
264	Prokka:Prodigal	rbsD	D-ribose pyranase	0
265	Prokka:Prodigal	rbsA	Ribose import ATP-binding protein RbsA	0
266	Prokka:Prodigal	rbsC	Ribose import permease protein RbsC	0
267	Prokka:Prodigal	rbsB	Ribose import binding protein RbsB	0
268	Prokka:Prodigal			0
269	Prokka:Prodigal			0
270	Prokka:Prodigal	ulaA_1	Ascorbate-specific PTS system EIIC component	0
271	Prokka:Prodigal	aptA	Apulose-4-phosphate transketolase subunit A	0
272	Prokka:Prodigal	aptB	Apulose-4-phosphate transketolase subunit B	0
273	Prokka:Prodigal		NADH:quinone reductase	0
274	Prokka:Prodigal	ytnP	putative quorum-quenching lactonase YtnP	0
275	Prokka:Prodigal	ntpJ	Potassium/sodium uptake protein NtpJ	0
276	Prokka:Prodigal	ktrA	Ktr system potassium uptake protein A	0
277	Prokka:Prodigal	tenA_1	Aminopyrimidine aminohydrolase	0
278	Prokka:Prodigal	smc_2	Chromosome partition protein Smc	0
279	Prokka:Prodigal	nrtD	Nitrate import ATP-binding protein NrtD	0
280	Prokka:Prodigal	ribX	Riboflavin transport system permease protein RibX	0
281	Prokka:Prodigal	thiY	Formylaminopyrimidine-binding protein	0
282	Prokka:Prodigal	natA	ABC transporter ATP-binding protein NatA	0
283	Prokka:Prodigal			0
284	Prokka:Prodigal			0
285	Prokka:Prodigal			0
286	Prokka:Prodigal	bcrA_1	Bacitracin transport ATP-binding protein BcrA	0
287	Prokka:Prodigal			0
288	Prokka:Prodigal			0
289	Prokka:Prodigal	hchA	Protein/nucleic acid deglycase HchA	0
290	Prokka:Prodigal			0
291	Prokka:Prodigal	yjjP	Inner membrane protein YjjP	0
292	Prokka:Prodigal	ywpJ	Phosphatase YwpJ	0
293	Prokka:Prodigal	ung	Uracil-DNA glycosylase	0
294	Prokka:Prodigal	nagR	HTH-type transcriptional repressor NagR	0
295	Prokka:Prodigal	agaS	D-galactosamine-6-phosphate deaminase AgaS	0
296	Prokka:Prodigal			0
297	Prokka:Prodigal	mgtE_1	Magnesium transporter MgtE	0
298	Prokka:Prodigal			0
299	Prokka:Prodigal			0
300	Prokka:Prodigal		Multidrug efflux system ATP-binding protein	0
301	Prokka:Prodigal	yhaP	putative protein YhaP	0
302	Prokka:Prodigal	yqhD	Alcohol dehydrogenase YqhD	0
303	Prokka:Prodigal	atpC	ATP synthase epsilon chain	0
304	Prokka:Prodigal	atpD_1	ATP synthase subunit beta	0
305	Prokka:Prodigal	atpG	ATP synthase gamma chain	0
306	Prokka:Prodigal	atpA	ATP synthase subunit alpha	0
307	Prokka:Prodigal	atpD_2	ATP synthase subunit delta	0
308	Prokka:Prodigal	atpF	ATP synthase subunit b	0
309	Prokka:Prodigal	atpE_1	ATP synthase subunit c	0
310	Prokka:Prodigal	atpB	ATP synthase subunit a	0
311	Prokka:Prodigal			0
312	Prokka:Prodigal			0
313	Prokka:Prodigal			0
314	Prokka:Prodigal			0
315	Prokka:Prodigal	ybaB	Nucleoid-associated protein YbaB	0
316	Prokka:Prodigal	recR	Recombination protein RecR	0
317	Prokka:Prodigal	tmk	Thymidylate kinase	0
318	Prokka:Prodigal	darA	Cyclic di-AMP receptor A	0
319	Prokka:Prodigal			0
320	Prokka:Prodigal	yabA	Initiation-control protein YabA	0
321	Prokka:Prodigal	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase	0
322	Prokka:Prodigal			0
323	Prokka:Prodigal	rsmI	Ribosomal RNA small subunit methyltransferase I	0
324	Prokka:Prodigal			0
325	Prokka:Prodigal	pgl	6-phosphogluconolactonase	0
326	Prokka:Prodigal			0
327	Prokka:Prodigal			0
328	Prokka:Prodigal			0
329	Prokka:Prodigal			0
330	Prokka:Prodigal			0
331	Prokka:Prodigal		putative ABC transporter ATP-binding protein	0
332	Prokka:Prodigal		putative ABC transporter ATP-binding protein	0
333	Prokka:Prodigal			0
334	Prokka:Prodigal	brnQ_1	Branched-chain amino acid transport system 2 carrier protein	0
335	Prokka:Prodigal			0
336	Prokka:Prodigal			0
337	Prokka:Prodigal			0
338	Prokka:Prodigal			0
339	Prokka:Prodigal			0
340	Prokka:Prodigal			0
341	Prokka:Prodigal	btuD_4	Vitamin B12 import ATP-binding protein BtuD	0
342	Prokka:Prodigal	macB	Macrolide export ATP-binding/permease protein MacB	0
343	Prokka:Prodigal	apbE_1	FAD:protein FMN transferase	0
344	Prokka:Prodigal	urdA_1	Urocanate reductase	0
345	Prokka:Prodigal			0
346	Prokka:Prodigal	metQ_4	Methionine-binding lipoprotein MetQ	0
347	Prokka:Prodigal	metN2	Methionine import ATP-binding protein MetN 2	0
348	Prokka:Prodigal	metP_3	Methionine import system permease protein MetP	0
349	Prokka:Prodigal	metQ_5	Methionine-binding lipoprotein MetQ	0
350	Prokka:Prodigal	kefG	Glutathione-regulated potassium-efflux system ancillary protein KefG	0
351	Prokka:Prodigal			0
352	Prokka:Prodigal			0
353	Prokka:Prodigal			0
354	Prokka:Prodigal			0
355	Prokka:Prodigal	pepC	Aminopeptidase C	0
356	Prokka:Prodigal	srtD	Sortase D	0
357	Prokka:Prodigal	yidD	Putative membrane protein insertion efficiency factor	0
358	Prokka:Prodigal	srrA_1	Transcriptional regulatory protein SrrA	0
359	Prokka:Prodigal	sasA_1	Adaptive-response sensory-kinase SasA	0
360	Prokka:Prodigal	dacA_1	D-alanyl-D-alanine carboxypeptidase DacA	0
361	Prokka:Prodigal			0
362	Prokka:Prodigal			0
363	Prokka:Prodigal	serS	Serine--tRNA ligase	0
364	Prokka:Prodigal	msrA	Peptide methionine sulfoxide reductase MsrA	0
365	Prokka:Prodigal	strH	Beta-N-acetylhexosaminidase	0
366	Prokka:Prodigal	yidA	Sugar phosphatase YidA	0
367	Prokka:Prodigal			0
368	Prokka:Prodigal	lipL	Lipoyl-[GcvH]:protein N-lipoyltransferase	0
369	Prokka:Prodigal			0
370	Prokka:Prodigal	rpoE	DNA-directed RNA polymerase subunit delta	0
371	Prokka:Prodigal			0
372	Prokka:Prodigal	ytrA_1	HTH-type transcriptional repressor YtrA	0
373	Prokka:Prodigal	yclP_1	Petrobactin import ATP-binding protein YclP	0
374	Prokka:Prodigal			0
375	Prokka:Prodigal			0
376	Prokka:Prodigal	pyrG	CTP synthase	0
377	Prokka:Prodigal			0
378	Prokka:Prodigal	fbaA	putative fructose-bisphosphate aldolase	0
379	Prokka:Prodigal	ctpC	Manganese-exporting P-type ATPase	0
380	Prokka:Prodigal			0
381	Prokka:Prodigal			0
382	Prokka:Prodigal	purL	Phosphoribosylformylglycinamidine synthase subunit PurL	0
383	Prokka:Prodigal			0
384	Prokka:Prodigal			0
385	Prokka:Prodigal	arcA	Arginine deiminase	0
386	Prokka:Prodigal	arcB	Ornithine carbamoyltransferase, catabolic	0
387	Prokka:Prodigal			0
388	Prokka:Prodigal	arcC1	Carbamate kinase 1	0
389	Prokka:Prodigal			0
390	Prokka:Prodigal	argS_1	Arginine--tRNA ligase	0
391	Prokka:Prodigal			0
392	Prokka:Prodigal			0
393	Prokka:Prodigal	veg	Protein Veg	0
394	Prokka:Prodigal			0
395	Prokka:Prodigal	znuC	High-affinity zinc uptake system ATP-binding protein ZnuC	0
396	Prokka:Prodigal	znuB	High-affinity zinc uptake system membrane protein ZnuB	0
397	Prokka:Prodigal	rihC	Non-specific ribonucleoside hydrolase RihC	0
398	Prokka:Prodigal			0
399	Prokka:Prodigal			0
400	Prokka:Prodigal	ptsG_1	PTS system glucose-specific EIICBA component	0
401	Prokka:Prodigal	bglH	Aryl-phospho-beta-D-glucosidase BglH	0
402	Prokka:Prodigal			0
403	Prokka:Prodigal			0
404	Prokka:Prodigal			0
405	Prokka:Prodigal	ulaA_2	Ascorbate-specific PTS system EIIC component	0
406	Prokka:Prodigal	tal	Transaldolase	0
407	Prokka:Prodigal	cdaR_1	Carbohydrate diacid regulator	0
408	Prokka:Prodigal	gntP	High-affinity gluconate transporter	0
409	Prokka:Prodigal	garK	Glycerate 2-kinase	0
410	Prokka:Prodigal	gmuD_1	6-phospho-beta-glucosidase GmuD	0
411	Prokka:Prodigal			0
412	Prokka:Prodigal			0
413	Prokka:Prodigal	licR_1	putative licABCH operon regulator	0
414	Prokka:Prodigal	celA	PTS system cellobiose-specific EIIB component	0
415	Prokka:Prodigal	ptcA	PTS system galactose-specific EIIA component	0
416	Prokka:Prodigal			0
417	Prokka:Prodigal	celB	PTS system cellobiose-specific EIIC component	0
418	Prokka:Prodigal			0
419	Prokka:Prodigal	ybjI	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI	0
420	Prokka:Prodigal	nanA_1	Sialidase A	0
421	Prokka:Prodigal			0
422	Prokka:Prodigal	appA	Oligopeptide-binding protein AppA	0
423	Prokka:Prodigal	rclA	putative pyridine nucleotide-disulfide oxidoreductase RclA	0
424	Prokka:Prodigal	murAB	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2	0
425	Prokka:Prodigal	rho	Transcription termination factor Rho	0
426	Prokka:Prodigal	rpmE2	50S ribosomal protein L31 type B	0
427	Prokka:Prodigal	ebgA	Evolved beta-galactosidase subunit alpha	0
428	Prokka:Prodigal	mro	Aldose 1-epimerase	0
429	Prokka:Prodigal	galK_1	Galactokinase	0
430	Prokka:Prodigal	ddl	D-alanine--D-alanine ligase	0
431	Prokka:Prodigal	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	0
432	Prokka:Prodigal	acpS	Holo-[acyl-carrier-protein] synthase	0
433	Prokka:Prodigal	ndoA	Endoribonuclease EndoA	0
434	Prokka:Prodigal			0
435	Prokka:Prodigal	trmR	tRNA 5-hydroxyuridine methyltransferase	0
436	Prokka:Prodigal			0
437	Prokka:Prodigal	luxS_2	S-ribosylhomocysteine lyase	0
438	Prokka:Prodigal	metG	Methionine--tRNA ligase	0
439	Prokka:Prodigal		Putative multidrug export ATP-binding/permease protein	0
440	Prokka:Prodigal	rsmA	Ribosomal RNA small subunit methyltransferase A	0
441	Prokka:Prodigal			0
442	Prokka:Prodigal	argS_2	Arginine--tRNA ligase	0
443	Prokka:Prodigal	ssbA_2	Single-stranded DNA-binding protein A	0
444	Prokka:Prodigal	srrA_2	Transcriptional regulatory protein SrrA	0
445	Prokka:Prodigal	rcsC	Sensor histidine kinase RcsC	0
446	Prokka:Prodigal	rlmI	Ribosomal RNA large subunit methyltransferase I	0
447	Prokka:Prodigal	dtd3	D-aminoacyl-tRNA deacylase	0
448	Prokka:Prodigal	rnmV	Ribonuclease M5	0
449	Prokka:Prodigal			0
450	Prokka:Prodigal		putative ABC transporter ATP-binding protein	0
451	Prokka:Prodigal	smc_3	Chromosome partition protein Smc	0
452	Prokka:Prodigal			0
453	Prokka:Prodigal			0
454	Prokka:Prodigal			0
455	Prokka:Prodigal			0
456	Prokka:Prodigal			0
457	Prokka:Prodigal			0
458	Prokka:Prodigal	agrA_3	Accessory gene regulator protein A	0
459	Prokka:Prodigal	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	0
460	Prokka:Prodigal	metF	5,10-methylenetetrahydrofolate reductase	0
461	Prokka:Prodigal			0
462	Prokka:Prodigal	rnj	Ribonuclease J	0
463	Prokka:Prodigal	yfkN	Trifunctional nucleotide phosphoesterase protein YfkN	0
464	Prokka:Prodigal	urdA_2	Urocanate reductase	0
465	Prokka:Prodigal	msiK	Diacetylchitobiose uptake system ATP-binding protein MsiK	0
466	Prokka:Prodigal	lacF_1	Lactose transport system permease protein LacF	0
467	Prokka:Prodigal	araQ	L-arabinose transport system permease protein AraQ	0
468	Prokka:Prodigal	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	0
469	Prokka:Prodigal			0
470	Prokka:Prodigal		Calcium-transporting ATPase	0
471	Prokka:Prodigal	pycA	Pyruvate carboxylase	0
472	Prokka:Prodigal	purR_2	Pur operon repressor	0
473	Prokka:Prodigal	glmU	Bifunctional protein GlmU	0
474	Prokka:Prodigal	prs	Ribose-phosphate pyrophosphokinase	0
475	Prokka:Prodigal			0
476	Prokka:Prodigal	rnfC_1	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C	0
477	Prokka:Prodigal	rnfD_1	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D	0
478	Prokka:Prodigal			0
479	Prokka:Prodigal			0
480	Prokka:Prodigal	gor	Glutathione reductase	0
481	Prokka:Prodigal			0
482	Prokka:Prodigal			0
483	Prokka:Prodigal			0
484	Prokka:Prodigal	pbuO	Guanine/hypoxanthine permease PbuO	0
485	Prokka:Prodigal			0
486	Prokka:Prodigal	pth	Peptidyl-tRNA hydrolase	0
