items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00000026	28	38	2	0	0.974938087243653	0.788215586120185	0.871689640530921
GC_00000027	28	38	2	0	0.892167409118407	0.976925825223038	0.932624832593963
GC_00000028	18	38	5	0	0.908087877904151	0.629867432874327	0.743812224544109
GC_00000029	28	37	2	0	0.873575411396709	0.988786283826053	0.927617215165552
GC_00000030	28	37	3	0	0.757815172641587	0.726023462451915	0.741578743843897
GC_00000031	28	37	2	0	0.904566798313234	0.98314640030352	0.942221087660348
GC_00000032	27	37	2	0	0.969423969423969	1.0	0.984474632658719
GC_00000033	27	37	2	0	0.859941981143872	0.934521388693756	0.895681893453582
GC_00000034	28	37	2	0	0.976793669791874	0.952120713150124	0.964299394216018
GC_00000035	28	37	3	0	0.976672953388449	0.686164581848034	0.806041930691397
GC_00000036	26	35	2	0	0.946719393639809	1.0	0.97263056682218
GC_00000037	26	35	7	0	0.899582843970975	0.683660281796931	0.776897812596646
GC_00000038	28	34	2	0	0.995690594764995	0.761787435189175	0.863173902034826
GC_00000039	28	34	3	0	0.902305463365103	0.950371630512329	0.925715028563101
GC_00000040	19	34	4	0	0.910305123776626	0.747360812740745	0.820824464279066
GC_00000041	28	33	2	0	0.981734894627184	0.870824754107886	0.922959807309404
GC_00000042	28	32	2	0	0.949682597868082	1.0	0.974192003258921
GC_00000043	28	32	2	0	0.925101001791525	0.930252433351994	0.927669566037551
GC_00000044	28	32	3	0	0.99097674764284	0.844618794090404	0.911962974997639
GC_00000045	25	31	2	0	0.981426228025988	0.811236313644621	0.888252615125194
GC_00000046	24	31	2	0	0.969456132148979	1.0	0.98449121696471
GC_00000047	28	31	3	0	0.992167513870893	0.898432355950178	0.942976259771583
GC_00000048	28	31	4	0	0.992922987083409	0.917473222123452	0.953708186699208
GC_00000049	3	31	23	0	0.925162895071241	0.920520485864434	0.922835851989942
GC_00000050	28	31	2	0	0.984050951418663	0.846859681372548	0.910315402890332
GC_00000051	28	31	2	0	0.997150976610611	0.870379599946573	0.929462552317256
GC_00000052	28	31	2	0	0.992033100048418	0.978774964657501	0.98535943690067
GC_00000053	28	31	2	0	0.994835335458037	0.996895546907814	0.995864375659653
GC_00000054	28	31	2	0	0.942524736046808	0.92554918636744	0.933959831152617
GC_00000055	11	31	5	0	0.861891022880602	0.649226371630556	0.740594190177711
GC_00000056	28	31	2	0	0.955210695389267	0.857338954799492	0.903632448482772
GC_00000057	28	31	2	0	0.989496091568956	0.910131872590785	0.948156110282641
GC_00000058	28	31	2	0	0.987709884022849	0.870721787515551	0.925533641009499
GC_00000059	28	30	2	0	0.999685163321527	0.902241899973222	0.948467329307334
GC_00000060	28	30	2	0	0.997866400509171	0.949486805016998	0.973075636987245
GC_00000061	28	30	2	0	0.979245620197315	0.906054605908905	0.941229404431112
GC_00000062	28	30	2	0	0.897982853169132	0.900292538122647	0.89913621237903
GC_00000063	28	30	2	0	0.997561591603471	0.903090515220588	0.947978231777314
GC_00000064	28	30	2	0	0.996588802373007	1.0	0.998291487149012
GC_00000065	28	30	2	0	0.995752599890531	1.0	0.997871780244855
GC_00000066	24	30	2	0	0.835272298094756	0.833858462925399	0.834564781716402
GC_00000067	28	30	2	0	0.9801026957638	0.923297966401414	0.950852696282937
GC_00000068	27	30	2	0	0.914983674804898	0.909931986994552	0.912450838919146
GC_00000069	28	30	2	0	0.966890690578057	0.994582659449604	0.980541198195354
GC_00000070	28	30	3	0	0.983690452970734	0.952158232572027	0.967667535271214
GC_00000071	28	30	2	0	0.992405895894998	0.889789898178194	0.938300620839143
GC_00000072	27	30	2	0	0.970963461028046	0.736016955290469	0.837321346457449
GC_00000073	28	30	2	0	0.98607170492649	0.911470833281523	0.947304822387232
GC_00000074	28	30	2	0	0.983759849962945	0.907291204183319	0.943979441425537
GC_00000075	28	30	3	0	0.994955807517186	0.946062892463293	0.969893560677522
GC_00000076	28	30	2	0	0.990984599760592	0.908819260241675	0.948125129995513
GC_00000077	23	30	2	0	0.828682630780395	0.711696053576307	0.765746973757873
GC_00000078	28	30	2	0	0.909609843512552	0.911722052428527	0.910664723200218
GC_00000079	28	30	3	0	0.995686630583835	0.946048775938553	0.97023324075783
GC_00000080	28	30	2	0	0.988287078484035	0.926281858082227	0.956280417897781
GC_00000081	28	30	2	0	0.973922380733241	0.92184995920471	0.947171016301333
GC_00000082	28	30	3	0	0.98900063510439	0.897730485088502	0.941157974660777
GC_00000083	28	30	2	0	0.977510462139512	0.935134216611067	0.955852898761192
GC_00000084	28	30	2	0	0.985043284477586	0.9190026554736	0.95087768125442
GC_00000085	19	30	3	0	0.933291599827849	0.633785884835361	0.754917415629167
GC_00000086	27	30	2	0	0.974099327167578	0.866433142762825	0.917117144293436
GC_00000087	28	30	2	0	0.9797572197681	0.899472897257613	0.937900108230139
GC_00000088	28	30	2	0	0.972898895808258	0.892964535681951	0.93121950524219
GC_00000089	28	30	2	0	0.986465235507503	0.920884328382416	0.95254733906276
GC_00000090	28	30	2	0	0.9598596357516	0.931435153244499	0.945433797122723
GC_00000091	28	29	2	0	1.0	1.0	1.0
GC_00000092	28	29	2	0	0.998810939357907	1.0	0.999405116002379
GC_00000093	28	29	2	0	0.998930767174552	0.977524952257413	0.988111942898884
GC_00000094	28	29	2	0	0.998687010024726	1.0	0.999343073743569
GC_00000095	28	29	2	0	0.998713564055097	1.0	0.999356368031899
GC_00000096	28	29	2	0	0.999274086319043	0.955634914880045	0.976967424913997
GC_00000097	28	29	2	0	0.999563577418249	0.993865600892277	0.996706445666434
GC_00000098	28	29	2	0	0.994484342650104	0.950260286071424	0.971869480427869
GC_00000099	28	29	2	0	0.997947064743644	0.95111337292038	0.973967538822862
GC_00000100	28	29	2	0	0.980762948546294	0.945672958302493	0.962898371700721
GC_00000101	28	29	2	0	0.998015984217547	0.94628631815243	0.971462997303787
GC_00000102	28	29	2	0	0.99806548792902	0.952421364511679	0.974709358020933
GC_00000103	28	29	2	0	0.997283089735005	0.966063029067899	0.981424837200913
GC_00000104	28	29	2	0	0.994252873563218	1.0	0.997118155619596
GC_00000105	28	29	2	0	0.997979032461791	0.985912730838371	0.99190918719992
GC_00000106	28	29	2	0	0.998184559198233	1.0	0.999091454894189
GC_00000107	28	29	2	0	0.99354998759613	1.0	0.99676455948233
GC_00000108	28	29	2	0	0.996862775547027	0.955500395777481	0.975743438066221
GC_00000109	28	29	2	0	0.991557511256652	0.963636363636363	0.977397573461574
GC_00000110	28	29	2	0	0.998360620964052	0.95008566256712	0.973625108443363
GC_00000111	28	29	2	0	0.998066339431801	0.957190447689765	0.977201125250884
GC_00000112	28	29	2	0	0.990066564260113	0.94885803851321	0.96902439302452
GC_00000113	28	29	2	0	0.992888755600389	0.947750195533848	0.969794522276943
GC_00000114	28	29	2	0	0.997232146978719	0.948852118769643	0.97244076448261
GC_00000115	28	29	2	0	0.975033704498926	0.977145681629409	0.976088550636522
GC_00000116	28	29	2	0	0.997729195221358	1.0	0.998863307006739
GC_00000117	28	29	2	0	0.996583188890881	0.951783699319551	0.973668398843978
GC_00000118	28	29	2	0	0.975039021519408	0.94410961674588	0.959325086722874
GC_00000119	28	29	2	0	0.983343766159541	1.0	0.991601943079836
GC_00000120	28	29	2	0	0.98240923562366	0.953145123455389	0.967555953962216
GC_00000121	28	29	2	0	0.989766295862607	0.950178205470908	0.969568317229542
GC_00000122	28	29	2	0	0.989434297088886	0.933345780395872	0.960571972822709
GC_00000123	28	29	2	0	0.99025241737293	0.944013045595909	0.966580046358395
GC_00000124	28	29	2	0	0.99567833918979	0.950352599054883	0.972487619672874
GC_00000125	22	29	3	0	0.810885679807986	0.908203643310469	0.856790067631818
GC_00000126	28	29	2	0	0.999080888647811	0.945553029147291	0.971580256807639
GC_00000127	28	29	2	0	0.995584107046785	0.948306030515586	0.971370134921165
GC_00000128	28	29	2	0	0.997272737890839	0.957914584289054	0.977197518930735
GC_00000129	28	29	2	0	0.990928423376134	1.0	0.995443544570787
GC_00000130	26	29	2	0	0.98606808045612	0.859640463459742	0.918524243148109
GC_00000131	28	29	2	0	0.98744983360368	0.949961382944891	0.968342911929598
GC_00000132	28	29	2	0	0.987014463380332	0.947901385073687	0.967062601377221
GC_00000133	28	29	2	0	0.992992000822311	0.945599377252688	0.968716386768281
GC_00000134	28	29	2	0	0.997533910841652	0.948270770859952	0.972278728166631
GC_00000135	28	29	2	0	0.993167493813489	0.948312785965179	0.970221992773158
GC_00000136	28	29	2	0	0.993898554203301	0.946459711364173	0.969599228585154
GC_00000137	28	29	2	0	0.99574594620837	0.926663870189396	0.959963670980267
GC_00000138	28	29	2	0	0.98503911731051	0.994291285184877	0.98964357711403
GC_00000139	28	29	2	0	0.96958000591541	0.974623773348537	0.972095347213378
GC_00000140	28	29	2	0	0.995156876998268	0.948205073287536	0.971113795191847
GC_00000141	28	29	2	0	0.995488271562104	0.95145528515682	0.972973843048221
GC_00000142	28	29	2	0	0.996153157988907	0.948364584749714	0.971671644088725
GC_00000143	28	29	2	0	0.985139994615592	0.951156154943605	0.967849850419881
GC_00000144	28	29	2	0	0.98580153468706	0.950253228364174	0.967701026582941
GC_00000145	28	29	2	0	0.989098905550371	1.0	0.994519581495314
GC_00000146	28	29	2	0	0.976176487344927	0.949430022455599	0.962617502156794
GC_00000147	28	29	2	0	0.992916152874827	0.949542122438354	0.970744878473211
GC_00000148	28	29	2	0	0.990277913107495	0.947347663930308	0.968337204815771
GC_00000149	28	29	2	0	0.993711036478598	0.949798918112322	0.971258896960276
GC_00000150	28	29	2	0	0.992675755145683	1.0	0.996324417138411
GC_00000151	28	29	2	0	0.997049600348211	0.948743786337862	0.972297078891891
GC_00000152	28	29	2	0	0.993569054805678	0.997354497354495	0.995458177354441
GC_00000153	28	29	2	0	0.989766787458384	0.954128052319447	0.971620725405162
GC_00000154	28	29	2	0	0.992949900945018	0.94026246599838	0.965888216359362
GC_00000155	28	29	2	0	0.992508118512979	0.946230447508156	0.968816959228711
GC_00000156	28	29	2	0	0.962202354866041	0.948343384577104	0.955222603702418
GC_00000157	28	29	2	0	0.958031801169056	0.884371924575837	0.919729390432256
GC_00000158	28	29	2	0	0.992525416262027	0.948254389529512	0.969884970857085
GC_00000159	28	29	2	0	0.984921926197094	0.955744323479703	0.970113784573045
GC_00000160	28	29	2	0	0.984027020477402	0.951603174668482	0.96754353077788
GC_00000161	28	29	2	0	0.995816993464052	0.951165371809105	0.972979167902399
GC_00000162	28	29	2	0	0.986418073621309	0.977567868984978	0.981973030701634
GC_00000163	28	29	2	0	0.991174369962249	0.948502882968818	0.969369255646373
GC_00000164	28	29	2	0	0.996558490616496	0.913487523803564	0.953216562371755
GC_00000165	28	29	2	0	0.965334243377451	0.971282160777197	0.96829906817726
GC_00000166	28	29	2	0	0.979761157836496	0.948609865726611	0.963933899672613
GC_00000167	28	29	2	0	0.979040859579082	0.947431718969239	0.962976971342201
GC_00000168	28	29	2	0	0.991809273072985	0.949020725588287	0.969943330045559
GC_00000169	28	29	2	0	0.986938831333128	0.954980312244618	0.970696598187292
GC_00000170	28	29	2	0	0.986192042606516	0.89834559707594	0.940221368564623
GC_00000171	28	29	2	0	0.975037391525286	0.947867352165375	0.96126041978914
GC_00000172	28	29	2	0	0.982337845317768	0.953105333867585	0.967500828855581
GC_00000173	27	29	2	0	0.9735844478816	0.866286713955747	0.916806882577066
GC_00000174	28	29	2	0	0.982472404827942	0.947083415768847	0.964453384691709
GC_00000175	28	29	2	0	0.988216213341842	0.960141196159094	0.973976430109797
GC_00000176	28	29	2	0	0.994652367202897	0.952973014071107	0.973366719739778
GC_00000177	28	29	2	0	0.990525086682532	0.884637706261944	0.934591752753164
GC_00000178	28	29	2	0	0.989289481293244	0.9485280454461	0.968480060813989
GC_00000179	28	29	2	0	0.975153844538256	0.950045007278609	0.962435688612429
GC_00000180	28	29	2	0	0.968806495998618	0.827664810488865	0.892691179664732
GC_00000181	28	29	2	0	0.994235041838358	0.918500015605031	0.954868158964173
GC_00000182	28	29	2	0	0.976322409062802	0.94239591062779	0.959059218138312
GC_00000183	28	29	2	0	0.980096176401595	0.982661486158333	0.981377154859519
GC_00000184	28	29	2	0	0.975619520761395	0.971051779281206	0.973330291062593
GC_00000185	28	29	2	0	0.985905716346441	0.956126094828603	0.970787581351883
GC_00000186	28	29	2	0	0.98928917777946	0.960103456293813	0.974477837105054
GC_00000187	28	29	2	0	0.961699877730412	0.960981415757293	0.961340512507459
GC_00000188	28	29	2	0	0.985044002596188	0.886706757556802	0.933292179906952
GC_00000189	28	29	2	0	0.978492690797369	0.95829274598826	0.96828737947335
GC_00000190	28	29	2	0	0.966997611239728	0.948076935448149	0.957443806493515
GC_00000191	28	29	2	0	0.973998162913684	0.935421393552449	0.954320087258836
GC_00000192	28	29	2	0	0.996401190961805	0.947939624762764	0.971566469658789
GC_00000193	28	29	2	0	0.989321137275117	0.935474679456669	0.961644726912985
GC_00000194	28	29	2	0	0.98611094818586	0.953759055067	0.969665229686398
GC_00000195	28	29	2	0	0.985026384172685	1.0	0.992456716975298
GC_00000196	28	29	2	0	0.979933853449206	0.987403595289127	0.983654543516972
GC_00000197	28	29	2	0	0.989553780571196	0.954324195635361	0.971619749017816
GC_00000198	28	29	2	0	0.989869751040042	0.953426112969563	0.971306208755036
GC_00000199	28	29	2	0	0.986386048664425	0.957092024589316	0.971518262372115
GC_00000200	28	29	2	0	0.994271238688214	0.942010498928248	0.967435603436152
GC_00000201	28	29	2	0	0.994425324086755	0.950772150870375	0.972108915864977
GC_00000202	28	29	2	0	0.992906121139888	0.960277324516014	0.976319183560968
GC_00000203	28	29	2	0	0.987669635832142	0.937632615851994	0.96200091537088
GC_00000204	28	29	2	0	0.975064806600503	0.957750782297802	0.966330245551245
GC_00000205	28	29	2	0	0.988735469980056	0.953204942548624	0.970645165812169
GC_00000206	28	29	2	0	0.987386580919467	0.948750863124751	0.967683233198961
GC_00000207	28	29	2	0	0.986364633484581	0.931995455741641	0.958409592937994
GC_00000208	28	29	2	0	0.992629909506484	0.951049433236441	0.971394912822862
GC_00000209	28	29	2	0	0.987649476311078	0.99774766572397	0.992672890153162
GC_00000210	28	29	2	0	0.977134616626369	0.945927976202901	0.961278092382132
GC_00000211	28	29	2	0	0.980210490562833	0.937766498951129	0.958518861274988
GC_00000212	28	29	2	0	0.950452316404109	0.908421503162313	0.928961732489526
GC_00000213	28	28	1	1	0.996944630747448	1.0	0.99846997798261
GC_00000214	28	28	1	1	1.0	1.0	1.0
GC_00000215	28	28	1	1	1.0	1.0	1.0
GC_00000216	28	28	1	1	1.0	1.0	1.0
GC_00000217	28	28	1	1	1.0	1.0	1.0
GC_00000218	28	28	1	1	1.0	1.0	1.0
GC_00000219	28	28	1	1	1.0	1.0	1.0
GC_00000220	28	28	1	1	1.0	1.0	1.0
GC_00000221	28	28	1	1	1.0	1.0	1.0
GC_00000222	28	28	1	1	1.0	1.0	1.0
GC_00000223	28	28	1	1	1.0	1.0	1.0
GC_00000224	28	28	1	1	1.0	1.0	1.0
GC_00000225	28	28	1	1	1.0	1.0	1.0
GC_00000226	28	28	1	1	1.0	1.0	1.0
GC_00000227	28	28	1	1	1.0	1.0	1.0
GC_00000228	28	28	1	1	1.0	1.0	1.0
GC_00000229	28	28	1	1	1.0	1.0	1.0
GC_00000230	28	28	1	1	1.0	1.0	1.0
GC_00000231	28	28	1	1	1.0	1.0	1.0
GC_00000232	28	28	1	1	1.0	1.0	1.0
GC_00000233	28	28	1	1	1.0	1.0	1.0
GC_00000234	28	28	1	1	1.0	1.0	1.0
GC_00000235	28	28	1	1	1.0	1.0	1.0
GC_00000236	28	28	1	1	1.0	1.0	1.0
GC_00000237	28	28	1	1	1.0	1.0	1.0
GC_00000238	28	28	1	1	1.0	1.0	1.0
GC_00000239	28	28	1	1	1.0	1.0	1.0
GC_00000240	28	28	1	1	1.0	1.0	1.0
GC_00000241	28	28	1	1	1.0	1.0	1.0
GC_00000242	28	28	1	1	1.0	1.0	1.0
GC_00000243	28	28	1	1	1.0	1.0	1.0
GC_00000244	28	28	1	1	1.0	1.0	1.0
GC_00000245	28	28	1	1	1.0	1.0	1.0
GC_00000246	28	28	1	1	1.0	1.0	1.0
GC_00000247	28	28	1	1	1.0	1.0	1.0
GC_00000248	28	28	1	1	1.0	1.0	1.0
GC_00000249	28	28	1	1	1.0	1.0	1.0
GC_00000250	28	28	1	1	1.0	1.0	1.0
GC_00000251	28	28	1	1	1.0	1.0	1.0
GC_00000252	28	28	1	1	1.0	1.0	1.0
GC_00000253	28	28	1	1	1.0	1.0	1.0
GC_00000254	28	28	1	1	1.0	1.0	1.0
GC_00000255	28	28	1	1	1.0	1.0	1.0
GC_00000256	28	28	1	1	1.0	1.0	1.0
GC_00000257	28	28	1	1	1.0	1.0	1.0
GC_00000258	28	28	1	1	1.0	1.0	1.0
GC_00000259	28	28	1	1	1.0	1.0	1.0
GC_00000260	28	28	1	1	1.0	1.0	1.0
GC_00000261	28	28	1	1	1.0	1.0	1.0
GC_00000262	28	28	1	1	1.0	1.0	1.0
GC_00000263	28	28	1	1	1.0	1.0	1.0
GC_00000264	28	28	1	1	1.0	1.0	1.0
GC_00000265	28	28	1	1	1.0	1.0	1.0
GC_00000266	28	28	1	1	0.999672346002621	1.0	0.999836146157628
GC_00000267	28	28	1	1	0.999701135684399	1.0	0.999850545508893
GC_00000268	28	28	1	1	0.999582289055973	1.0	0.999791100898266
GC_00000269	28	28	1	1	1.0	0.981847697756788	0.99084071784943
GC_00000270	28	28	1	1	1.0	0.757704981585579	0.862152624614027
GC_00000271	28	28	1	1	0.999399759903962	1.0	0.999699789852897
GC_00000272	28	28	1	1	0.999824929971989	1.0	0.999912457322945
GC_00000273	28	28	1	1	0.99981684981685	1.0	0.99990841652166
GC_00000274	28	28	1	1	0.984292535813018	0.994625671791026	0.989432126007102
GC_00000275	28	28	1	1	0.99969474969475	1.0	0.999847351549382
GC_00000276	28	28	1	1	0.999819624819625	1.0	0.999909804275277
GC_00000277	28	28	1	1	0.99996574169236	1.0	0.999982870552767
GC_00000278	28	28	1	1	0.99967824967825	1.0	0.999839098954143
GC_00000279	28	28	1	1	0.999908775770845	1.0	0.999954385804862
GC_00000280	28	28	1	1	0.999319727891156	1.0	0.999659748213678
GC_00000281	28	28	1	1	0.999751984126984	1.0	0.999875976683616
GC_00000282	28	28	1	1	0.99968671679198	1.0	0.999843333855554
GC_00000283	28	28	1	1	1.0	0.880719999503149	0.936577480683801
GC_00000284	28	28	1	1	0.99937343358396	1.0	0.999686618614854
GC_00000285	28	28	1	1	0.999319727891156	1.0	0.999659748213678
GC_00000286	28	28	1	1	0.999666221628838	1.0	0.99983308295777
GC_00000287	28	28	1	1	0.999404761904762	1.0	0.999702292348913
GC_00000288	28	28	1	1	0.999899959983994	1.0	0.99994997748987
GC_00000289	28	28	1	1	0.999482401656315	1.0	0.999741133833808
GC_00000290	28	28	1	1	0.999299719887955	1.0	0.999649737302977
GC_00000291	28	28	1	1	0.999278499278499	1.0	0.999639119451462
GC_00000292	28	28	1	1	0.999419279907085	1.0	0.999709555620099
GC_00000293	28	28	1	1	0.999486125385406	1.0	0.999742996658957
GC_00000294	28	28	1	1	0.999514091350826	1.0	0.999756986634265
GC_00000295	28	28	1	1	0.999698613622664	1.0	0.999849284099472
GC_00000296	28	28	1	1	0.999846390168971	1.0	0.999923189185037
GC_00000297	28	28	1	1	1.0	0.989473004391629	0.994708651192988
GC_00000298	28	28	1	1	0.999486499486499	1.0	0.999743183805626
GC_00000299	28	28	1	1	0.999027255041001	1.0	0.9995133908472
GC_00000300	28	28	1	1	0.99512987012987	0.978018548243267	0.986500013719573
GC_00000301	28	28	1	1	0.999101527403414	1.0	0.999550561797753
GC_00000302	28	28	1	1	0.999609679937549	1.0	0.999804801873902
GC_00000303	28	28	1	1	0.999415717207128	1.0	0.999707773232028
GC_00000304	28	28	1	1	0.999742385510176	1.0	0.999871176161644
GC_00000305	28	28	1	1	0.999585921325052	1.0	0.999792917788362
GC_00000306	28	28	1	1	0.999472926675992	1.0	0.999736393868116
GC_00000307	28	28	1	1	0.999899879084741	1.0	0.999949937036196
GC_00000308	28	28	1	1	0.999286350660921	1.0	0.999643047961167
GC_00000309	28	28	1	1	0.999559082892416	1.0	0.999779492833517
GC_00000310	28	28	1	1	0.999552872792309	1.0	0.999776386404293
GC_00000311	28	28	1	1	0.999526178630656	1.0	0.999763033175355
GC_00000312	28	28	1	1	0.998917748917749	1.0	0.999458581483487
GC_00000313	28	28	1	1	0.999058582391916	1.0	0.999529069524837
GC_00000314	28	28	1	1	0.99945192773878	1.0	0.999725888753005
GC_00000315	28	28	1	1	0.998449522259046	1.0	0.99922415966794
GC_00000316	28	28	1	1	0.998035517837498	1.0	0.999016793172612
GC_00000317	28	28	1	1	0.999710346425675	1.0	0.999855152235001
GC_00000318	28	28	1	1	0.999654239632274	1.0	0.999827089923411
GC_00000319	28	28	1	1	0.999303350970018	1.0	0.999651554112764
GC_00000320	28	28	1	1	0.998575498575499	1.0	0.999287241625089
GC_00000321	28	28	1	1	0.997474747474748	1.0	0.99873577749684
GC_00000322	28	28	1	1	0.999631562416951	1.0	0.999815747265659
GC_00000323	28	28	1	1	0.998964803312629	1.0	0.999482133609529
GC_00000324	28	28	1	1	0.995548836818678	1.0	0.997769454147553
GC_00000325	28	28	1	1	0.993918779633065	1.0	0.996950116309124
GC_00000326	28	28	1	1	0.999231221453444	1.0	0.999615462914791
GC_00000327	28	28	1	1	0.9987055644548	1.0	0.999352363065266
GC_00000328	28	28	1	1	0.999356499356499	1.0	0.999678146121661
GC_00000329	28	28	1	1	0.999527780460843	1.0	0.999763834469433
GC_00000330	28	28	1	1	0.998966125402907	1.0	0.999482795339073
GC_00000331	28	28	1	1	0.998252078609221	1.0	0.999125274829192
GC_00000332	28	28	1	1	0.995169082125604	1.0	0.997578692493947
GC_00000333	28	28	1	1	0.997134038800706	1.0	0.998564963020201
GC_00000334	28	28	1	1	0.995594249537875	0.997214872450315	0.996403902020138
GC_00000335	28	28	1	1	0.999489966156633	1.0	0.999744918028097
GC_00000336	28	28	1	1	0.999370118417737	1.0	0.999684959989919
GC_00000337	28	28	1	1	0.996782078653424	1.0	0.998388446400347
GC_00000338	28	28	1	1	0.998144580032827	0.976541353383459	0.987224796169282
GC_00000339	28	28	1	1	0.998583344666576	0.989915511823192	0.99423053677659
GC_00000340	28	28	1	1	0.999237332570666	1.0	0.999618520814458
GC_00000341	28	28	1	1	0.998405450460245	1.0	0.999202089075874
GC_00000342	28	28	1	1	0.999355987422813	1.0	0.999677889989958
GC_00000343	28	28	1	1	0.995071010860485	1.0	0.997529416691093
GC_00000344	28	28	1	1	0.999497278536694	0.966960573210573	0.982959752244375
GC_00000345	28	28	1	1	0.997952700681745	1.0	0.998975301408509
GC_00000346	28	28	1	1	0.998868951767502	1.0	0.999434155885258
GC_00000347	28	28	1	1	0.998484614989469	1.0	0.999241732961483
GC_00000348	28	28	1	1	0.998554844823502	1.0	0.999276899915836
GC_00000349	28	28	1	1	0.994778007821486	1.0	0.997382168763623
GC_00000350	28	28	1	1	0.999202019504485	0.999378881987579	0.999290442920395
GC_00000351	28	28	1	1	0.999183062675126	1.0	0.999591364422735
GC_00000352	28	28	1	1	0.998475333366299	1.0	0.999237085087694
GC_00000353	28	28	1	1	0.997659747659748	1.0	0.998828503030612
GC_00000354	28	28	1	1	0.999877870053737	0.980421588461788	0.990054151063324
GC_00000355	28	28	1	1	0.998995688810504	1.0	0.999497592118323
GC_00000356	28	28	1	1	0.999501257697979	0.979521423078423	0.989410484092995
GC_00000357	28	28	1	1	0.997496487609482	1.0	0.998746674947342
GC_00000358	28	28	1	1	0.996985653235653	1.0	0.998490551617403
GC_00000359	28	28	1	1	0.999233816173707	1.0	0.999616761271196
GC_00000360	28	28	1	1	0.998013552399517	1.0	0.999005788725458
GC_00000361	28	28	1	1	0.999289021164021	1.0	0.999644384164344
GC_00000362	28	28	1	1	0.995098039215686	1.0	0.997542997542998
GC_00000363	28	28	1	1	0.999135881204334	1.0	0.999567753846154
GC_00000364	28	28	1	1	0.998979932313266	1.0	0.999489705889366
GC_00000365	28	28	1	1	0.999474565294427	1.0	0.999737213608668
GC_00000366	28	28	1	1	0.996105232216343	1.0	0.998048816404668
GC_00000367	28	28	1	1	0.998723898610133	1.0	0.999361541936455
GC_00000368	28	28	1	1	0.998713488439516	1.0	0.999356330175423
GC_00000369	28	28	1	1	0.995785988955388	1.0	0.99788854563168
GC_00000370	28	28	1	1	0.998197654630403	1.0	0.99909801447048
GC_00000371	28	28	1	1	0.998157596371882	1.0	0.999077948790694
GC_00000372	28	28	1	1	0.99964403022507	1.0	0.999821983428276
GC_00000373	28	28	1	1	0.999239201853581	1.0	0.99961945616827
GC_00000374	28	28	1	1	0.998881576117349	1.0	0.999440475165706
GC_00000375	28	28	1	1	0.997931442080378	1.0	0.998964650199675
GC_00000376	28	28	1	1	0.998480204342273	0.991648154477105	0.995052452300442
GC_00000377	28	28	1	1	0.99924565988823	1.0	0.999622687633189
GC_00000378	28	28	1	1	0.994201638037254	1.0	0.997092389329069
GC_00000379	28	28	1	1	0.998380580319877	0.99661714326152	0.997498082413805
GC_00000380	28	28	1	1	0.998375784422296	1.0	0.999187232156051
GC_00000381	28	28	1	1	0.996438081405402	1.0	0.998215863227729
GC_00000382	28	28	1	1	0.998727249586356	1.0	0.999363219561895
GC_00000383	28	28	1	1	0.998440273684573	1.0	0.99921952818107
GC_00000384	28	28	1	1	0.99724806908715	1.0	0.998622138653959
